record_id,title,venue,venue_family,year,route_G,route_R,route_P,route_membership,abstract_available,eligibility_decision,reason_code,reason_label,decision_evidence
P24740,On Image Segmentation With Noisy Labels: Characterization and Volume Properties of the Optimal Solutions to Accuracy and Dice.,NeurIPS,Artificial intelligence,2022,true,false,false,G,true,Excluded,E03,No qualifying traffic input,DBLP title: On Image Segmentation With Noisy Labels: Characterization and Volume Properties of the Optimal Solutions to Accuracy and Dice.
P24849,Optimal Query Complexities for Dynamic Trace Estimation.,NeurIPS,Artificial intelligence,2022,true,false,false,G,true,Excluded,E03,No qualifying traffic input,DBLP title: Optimal Query Complexities for Dynamic Trace Estimation.
P24873,Outlier Suppression: Pushing the Limit of Low-bit Transformer Language Models.,NeurIPS,Artificial intelligence,2022,true,false,false,G,true,Excluded,E03,No qualifying traffic input,DBLP title: Outlier Suppression: Pushing the Limit of Low-bit Transformer Language Models.
P24925,Physics-Informed Implicit Representations of Equilibrium Network Flows.,NeurIPS,Artificial intelligence,2022,true,false,false,G,true,Excluded,E03,No qualifying traffic input,DBLP title: Physics-Informed Implicit Representations of Equilibrium Network Flows.
P24959,Practical Adversarial Attacks on Spatiotemporal Traffic Forecasting Models.,NeurIPS,Artificial intelligence,2022,true,false,true,G | P,true,Excluded,E03,No qualifying traffic input,DBLP title: Practical Adversarial Attacks on Spatiotemporal Traffic Forecasting Models.
P25083,Reduction Algorithms for Persistence Diagrams of Networks: CoralTDA and PrunIT.,NeurIPS,Artificial intelligence,2022,true,false,false,G,true,Excluded,E03,No qualifying traffic input,DBLP title: Reduction Algorithms for Persistence Diagrams of Networks: CoralTDA and PrunIT.
P25320,SIREN: Shaping Representations for Detecting Out-of-Distribution Objects.,NeurIPS,Artificial intelligence,2022,true,false,false,G,true,Excluded,E03,No qualifying traffic input,DBLP title: SIREN: Shaping Representations for Detecting Out-of-Distribution Objects.
P25322,Size and depth of monotone neural networks: interpolation and approximation.,NeurIPS,Artificial intelligence,2022,true,false,false,G,true,Excluded,E03,No qualifying traffic input,DBLP title: Size and depth of monotone neural networks: interpolation and approximation.
P25446,Task Discovery: Finding the Tasks that Neural Networks Generalize on.,NeurIPS,Artificial intelligence,2022,true,false,false,G,true,Excluded,E03,No qualifying traffic input,DBLP title: Task Discovery: Finding the Tasks that Neural Networks Generalize on.
P25645,Uncovering the Structural Fairness in Graph Contrastive Learning.,NeurIPS,Artificial intelligence,2022,true,false,false,G,true,Excluded,E03,No qualifying traffic input,DBLP title: Uncovering the Structural Fairness in Graph Contrastive Learning.
P25675,Unpacking Reward Shaping: Understanding the Benefits of Reward Engineering on Sample Complexity.,NeurIPS,Artificial intelligence,2022,true,false,false,G,true,Excluded,E03,No qualifying traffic input,DBLP title: Unpacking Reward Shaping: Understanding the Benefits of Reward Engineering on Sample Complexity.
P25694,Unsupervised Representation Learning from Pre-trained Diffusion Probabilistic Models.,NeurIPS,Artificial intelligence,2022,true,false,false,G,true,Excluded,E03,No qualifying traffic input,DBLP title: Unsupervised Representation Learning from Pre-trained Diffusion Probabilistic Models.
P25712,Variational inference via Wasserstein gradient flows.,NeurIPS,Artificial intelligence,2022,true,false,false,G,true,Excluded,E03,No qualifying traffic input,"The study's input is generic statistical/ML data rather than network packets, flows, sessions, or traffic traces."
P25733,Vision GNN: An Image is Worth Graph of Nodes.,NeurIPS,Artificial intelligence,2022,true,false,false,G,true,Excluded,E03,No qualifying traffic input,DBLP title: Vision GNN: An Image is Worth Graph of Nodes.
P25825,ZeroQuant: Efficient and Affordable Post-Training Quantization for Large-Scale Transformers.,NeurIPS,Artificial intelligence,2022,true,false,false,G,true,Excluded,E03,No qualifying traffic input,DBLP title: ZeroQuant: Efficient and Affordable Post-Training Quantization for Large-Scale Transformers.
P25832,"Why Not Looking backward?"" A Robust Two-Step Method to Automatically Terminate Bayesian Optimization.""",NeurIPS,Artificial intelligence,2023,true,false,false,G,true,Excluded,E03,No qualifying traffic input,"DBLP title: Why Not Looking backward?"" A Robust Two-Step Method to Automatically Terminate Bayesian Optimization."""
P25849,A benchmark of categorical encoders for binary classification.,NeurIPS,Artificial intelligence,2023,true,false,false,G,true,Excluded,E03,No qualifying traffic input,DBLP title: A benchmark of categorical encoders for binary classification.
P25853,A Closer Look at the Robustness of Contrastive Language-Image Pre-Training (CLIP).,NeurIPS,Artificial intelligence,2023,true,false,false,G,true,Excluded,E03,No qualifying traffic input,DBLP title: A Closer Look at the Robustness of Contrastive Language-Image Pre-Training (CLIP).
P25871,A Finite-Particle Convergence Rate for Stein Variational Gradient Descent.,NeurIPS,Artificial intelligence,2023,true,false,false,G,true,Excluded,E03,No qualifying traffic input,DBLP title: A Finite-Particle Convergence Rate for Stein Variational Gradient Descent.
P26002,Adaptive recurrent vision performs zero-shot computation scaling to unseen difficulty levels.,NeurIPS,Artificial intelligence,2023,true,false,false,G,true,Excluded,E03,No qualifying traffic input,DBLP title: Adaptive recurrent vision performs zero-shot computation scaling to unseen difficulty levels.
P26019,Adversarial Attacks on Online Learning to Rank with Click Feedback.,NeurIPS,Artificial intelligence,2023,true,false,false,G,true,Excluded,E03,No qualifying traffic input,DBLP title: Adversarial Attacks on Online Learning to Rank with Click Feedback.
P26021,Adversarial Examples Are Not Real Features.,NeurIPS,Artificial intelligence,2023,true,false,false,G,true,Excluded,E03,No qualifying traffic input,DBLP title: Adversarial Examples Are Not Real Features.
P26148,Augmented Memory Replay-based Continual Learning Approaches for Network Intrusion Detection.,NeurIPS,Artificial intelligence,2023,true,true,true,G | R | P,true,Included,I01,Included,"Full text confirms passive traffic input, a data-learned predictor, a fixed mutually exclusive label scheme, and central evaluation."
P26452,Conformal Prediction for Time Series with Modern Hopfield Networks.,NeurIPS,Artificial intelligence,2023,true,false,false,G,true,Excluded,E03,No qualifying traffic input,DBLP title: Conformal Prediction for Time Series with Modern Hopfield Networks.
P26478,Contextual Stochastic Bilevel Optimization.,NeurIPS,Artificial intelligence,2023,true,false,false,G,true,Excluded,E03,No qualifying traffic input,DBLP title: Contextual Stochastic Bilevel Optimization.
P26487,"Contrast, Attend and Diffuse to Decode High-Resolution Images from Brain Activities.",NeurIPS,Artificial intelligence,2023,true,false,false,G,true,Excluded,E03,No qualifying traffic input,"DBLP title: Contrast, Attend and Diffuse to Decode High-Resolution Images from Brain Activities."
P26587,DDCoT: Duty-Distinct Chain-of-Thought Prompting for Multimodal Reasoning in Language Models.,NeurIPS,Artificial intelligence,2023,true,false,false,G,true,Excluded,E03,No qualifying traffic input,DBLP title: DDCoT: Duty-Distinct Chain-of-Thought Prompting for Multimodal Reasoning in Language Models.
P26681,Diffusion Hyperfeatures: Searching Through Time and Space for Semantic Correspondence.,NeurIPS,Artificial intelligence,2023,true,false,false,G,true,Excluded,E03,No qualifying traffic input,DBLP title: Diffusion Hyperfeatures: Searching Through Time and Space for Semantic Correspondence.
P26684,Diffusion Models and Semi-Supervised Learners Benefit Mutually with Few Labels.,NeurIPS,Artificial intelligence,2023,true,false,false,G,true,Excluded,E03,No qualifying traffic input,DBLP title: Diffusion Models and Semi-Supervised Learners Benefit Mutually with Few Labels.
P26691,Diffusion-Based Probabilistic Uncertainty Estimation for Active Domain Adaptation.,NeurIPS,Artificial intelligence,2023,true,false,false,G,true,Excluded,E03,No qualifying traffic input,DBLP title: Diffusion-Based Probabilistic Uncertainty Estimation for Active Domain Adaptation.
P26728,Distributed Inference and Fine-tuning of Large Language Models Over The Internet.,NeurIPS,Artificial intelligence,2023,false,false,true,P,false,Excluded,E04,No learned classifier,Title and abstract do not describe a learned classifier.
P26781,DP-Mix: Mixup-based Data Augmentation for Differentially Private Learning.,NeurIPS,Artificial intelligence,2023,true,false,false,G,true,Excluded,E03,No qualifying traffic input,DBLP title: DP-Mix: Mixup-based Data Augmentation for Differentially Private Learning.
P26811,DynGFN: Towards Bayesian Inference of Gene Regulatory Networks with GFlowNets.,NeurIPS,Artificial intelligence,2023,true,false,false,G,true,Excluded,E03,No qualifying traffic input,"The study's input is generic statistical/ML data rather than network packets, flows, sessions, or traffic traces."
P26827,Efficient Adversarial Contrastive Learning via Robustness-Aware Coreset Selection.,NeurIPS,Artificial intelligence,2023,true,false,false,G,true,Excluded,E03,No qualifying traffic input,DBLP title: Efficient Adversarial Contrastive Learning via Robustness-Aware Coreset Selection.
P26839,Efficient Meta Neural Heuristic for Multi-Objective Combinatorial Optimization.,NeurIPS,Artificial intelligence,2023,true,false,false,G,true,Excluded,E03,No qualifying traffic input,DBLP title: Efficient Meta Neural Heuristic for Multi-Objective Combinatorial Optimization.
P26871,EMBERSim: A Large-Scale Databank for Boosting Similarity Search in Malware Analysis.,NeurIPS,Artificial intelligence,2023,true,false,true,G | P,true,Excluded,E03,No qualifying traffic input,DBLP title: EMBERSim: A Large-Scale Databank for Boosting Similarity Search in Malware Analysis.
P27034,Fast Optimal Transport through Sliced Generalized Wasserstein Geodesics.,NeurIPS,Artificial intelligence,2023,true,false,false,G,true,Excluded,E03,No qualifying traffic input,DBLP title: Fast Optimal Transport through Sliced Generalized Wasserstein Geodesics.
P27108,Flow Matching for Scalable Simulation-Based Inference.,NeurIPS,Artificial intelligence,2023,true,false,true,G | P,true,Excluded,E03,No qualifying traffic input,"The study's input is generic statistical/ML data rather than network packets, flows, sessions, or traffic traces."
P27109,Flow-Attention-based Spatio-Temporal Aggregation Network for 3D Mask Detection.,NeurIPS,Artificial intelligence,2023,false,false,true,P,false,Excluded,E04,No learned classifier,Title and abstract do not describe a learned classifier.
P27110,Flow-Based Feature Fusion for Vehicle-Infrastructure Cooperative 3D Object Detection.,NeurIPS,Artificial intelligence,2023,false,false,true,P,false,Excluded,E04,No learned classifier,Title and abstract do not describe a learned classifier.
P27182,Generalizing Nonlinear ICA Beyond Structural Sparsity.,NeurIPS,Artificial intelligence,2023,true,false,false,G,true,Excluded,E03,No qualifying traffic input,DBLP title: Generalizing Nonlinear ICA Beyond Structural Sparsity.
P27189,Generative Modelling of Stochastic Actions with Arbitrary Constraints in Reinforcement Learning.,NeurIPS,Artificial intelligence,2023,true,false,false,G,true,Excluded,E03,No qualifying traffic input,DBLP title: Generative Modelling of Stochastic Actions with Arbitrary Constraints in Reinforcement Learning.
P27199,Geodesic Multi-Modal Mixup for Robust Fine-Tuning.,NeurIPS,Artificial intelligence,2023,true,false,false,G,true,Excluded,E03,No qualifying traffic input,DBLP title: Geodesic Multi-Modal Mixup for Robust Fine-Tuning.
P27290,HEDNet: A Hierarchical Encoder-Decoder Network for 3D Object Detection in Point Clouds.,NeurIPS,Artificial intelligence,2023,true,false,false,G,true,Excluded,E03,No qualifying traffic input,DBLP title: HEDNet: A Hierarchical Encoder-Decoder Network for 3D Object Detection in Point Clouds.
P27483,iSCAN: Identifying Causal Mechanism Shifts among Nonlinear Additive Noise Models.,NeurIPS,Artificial intelligence,2023,true,false,false,G,true,Excluded,E03,No qualifying traffic input,DBLP title: iSCAN: Identifying Causal Mechanism Shifts among Nonlinear Additive Noise Models.
P27492,Joint Bayesian Inference of Graphical Structure and Parameters with a Single Generative Flow Network.,NeurIPS,Artificial intelligence,2023,false,false,true,P,false,Excluded,E10,Adversarial or generative support,Title and abstract describe adversarial or generative support work.
P27570,LargeST: A Benchmark Dataset for Large-Scale Traffic Forecasting.,NeurIPS,Artificial intelligence,2023,true,false,false,G,true,Excluded,E03,No qualifying traffic input,DBLP title: LargeST: A Benchmark Dataset for Large-Scale Traffic Forecasting.
P27664,Learning to Reason and Memorize with Self-Notes.,NeurIPS,Artificial intelligence,2023,true,false,false,G,true,Excluded,E03,No qualifying traffic input,DBLP title: Learning to Reason and Memorize with Self-Notes.
P27725,Long-Term Fairness with Unknown Dynamics.,NeurIPS,Artificial intelligence,2023,true,false,false,G,true,Excluded,E03,No qualifying traffic input,DBLP title: Long-Term Fairness with Unknown Dynamics.
P28028,Offline Reinforcement Learning for Mixture-of-Expert Dialogue Management.,NeurIPS,Artificial intelligence,2023,true,false,false,G,true,Excluded,E03,No qualifying traffic input,DBLP title: Offline Reinforcement Learning for Mixture-of-Expert Dialogue Management.
P28145,Open Compound Domain Adaptation with Object Style Compensation for Semantic Segmentation.,NeurIPS,Artificial intelligence,2023,true,false,false,G,true,Excluded,E03,No qualifying traffic input,DBLP title: Open Compound Domain Adaptation with Object Style Compensation for Semantic Segmentation.
P28158,OpenSTL: A Comprehensive Benchmark of Spatio-Temporal Predictive Learning.,NeurIPS,Artificial intelligence,2023,true,false,false,G,true,Excluded,E03,No qualifying traffic input,"The study's input is non-network-domain data or derived artifacts rather than network packets, flows, sessions, or traffic traces."
P28171,Optimal Learners for Realizable Regression: PAC Learning and Online Learning.,NeurIPS,Artificial intelligence,2023,true,false,false,G,true,Excluded,E03,No qualifying traffic input,DBLP title: Optimal Learners for Realizable Regression: PAC Learning and Online Learning.
P28222,PAPR: Proximity Attention Point Rendering.,NeurIPS,Artificial intelligence,2023,true,false,false,G,true,Excluded,E03,No qualifying traffic input,DBLP title: PAPR: Proximity Attention Point Rendering.
P28240,Particle-based Variational Inference with Generalized Wasserstein Gradient Flow.,NeurIPS,Artificial intelligence,2023,true,false,true,G | P,true,Excluded,E03,No qualifying traffic input,"The study's input is generic statistical/ML data rather than network packets, flows, sessions, or traffic traces."
P28287,Point Cloud Completion with Pretrained Text-to-Image Diffusion Models.,NeurIPS,Artificial intelligence,2023,true,false,false,G,true,Excluded,E03,No qualifying traffic input,DBLP title: Point Cloud Completion with Pretrained Text-to-Image Diffusion Models.
P28482,Rehearsal Learning for Avoiding Undesired Future.,NeurIPS,Artificial intelligence,2023,true,false,false,G,true,Excluded,E03,No qualifying traffic input,DBLP title: Rehearsal Learning for Avoiding Undesired Future.
P28501,Replicable Reinforcement Learning.,NeurIPS,Artificial intelligence,2023,true,false,false,G,true,Excluded,E03,No qualifying traffic input,DBLP title: Replicable Reinforcement Learning.
P28515,ResoNet: Noise-Trained Physics-Informed MRI Off-Resonance Correction.,NeurIPS,Artificial intelligence,2023,true,false,false,G,true,Excluded,E03,No qualifying traffic input,DBLP title: ResoNet: Noise-Trained Physics-Informed MRI Off-Resonance Correction.
P28544,"Revisiting Adversarial Training for ImageNet: Architectures, Training and Generalization across Threat Models.",NeurIPS,Artificial intelligence,2023,true,false,false,G,true,Excluded,E03,No qualifying traffic input,"DBLP title: Revisiting Adversarial Training for ImageNet: Architectures, Training and Generalization across Threat Models."
P28630,SANFlow: Semantic-Aware Normalizing Flow for Anomaly Detection.,NeurIPS,Artificial intelligence,2023,true,false,true,G | P,true,Excluded,E03,No qualifying traffic input,"The study's input is generic statistical/ML data rather than network packets, flows, sessions, or traffic traces."
P28656,ScenarioNet: Open-Source Platform for Large-Scale Traffic Scenario Simulation and Modeling.,NeurIPS,Artificial intelligence,2023,true,false,false,G,true,Excluded,E03,No qualifying traffic input,DBLP title: ScenarioNet: Open-Source Platform for Large-Scale Traffic Scenario Simulation and Modeling.
P28821,Stability of Random Forests and Coverage of Random-Forest Prediction Intervals.,NeurIPS,Artificial intelligence,2023,true,false,false,G,true,Excluded,E03,No qualifying traffic input,DBLP title: Stability of Random Forests and Coverage of Random-Forest Prediction Intervals.
P28978,The Crucial Role of Normalization in Sharpness-Aware Minimization.,NeurIPS,Artificial intelligence,2023,true,false,false,G,true,Excluded,E03,No qualifying traffic input,DBLP title: The Crucial Role of Normalization in Sharpness-Aware Minimization.
P29007,The s-value: evaluating stability with respect to distributional shifts.,NeurIPS,Artificial intelligence,2023,true,false,false,G,true,Excluded,E03,No qualifying traffic input,DBLP title: The s-value: evaluating stability with respect to distributional shifts.
P29350,Winner-Take-All Column Row Sampling for Memory Efficient Adaptation of Language Model.,NeurIPS,Artificial intelligence,2023,true,false,false,G,true,Excluded,E03,No qualifying traffic input,DBLP title: Winner-Take-All Column Row Sampling for Memory Efficient Adaptation of Language Model.
P29364,Zero-Regret Performative Prediction Under Inequality Constraints.,NeurIPS,Artificial intelligence,2023,true,false,false,G,true,Excluded,E03,No qualifying traffic input,DBLP title: Zero-Regret Performative Prediction Under Inequality Constraints.
P29395,4M-21: An Any-to-Any Vision Model for Tens of Tasks and Modalities.,NeurIPS,Artificial intelligence,2024,true,false,false,G,true,Excluded,E03,No qualifying traffic input,DBLP title: 4M-21: An Any-to-Any Vision Model for Tens of Tasks and Modalities.
P29417,A Decision-Language Model (DLM) for Dynamic Restless Multi-Armed Bandit Tasks in Public Health.,NeurIPS,Artificial intelligence,2024,true,false,false,G,true,Excluded,E03,No qualifying traffic input,DBLP title: A Decision-Language Model (DLM) for Dynamic Restless Multi-Armed Bandit Tasks in Public Health.
P29430,A Globally Optimal Portfolio for m-Sparse Sharpe Ratio Maximization.,NeurIPS,Artificial intelligence,2024,true,false,false,G,true,Excluded,E03,No qualifying traffic input,DBLP title: A Globally Optimal Portfolio for m-Sparse Sharpe Ratio Maximization.
P29452,A Pairwise Pseudo-likelihood Approach for Matrix Completion with Informative Missingness.,NeurIPS,Artificial intelligence,2024,true,false,false,G,true,Excluded,E03,No qualifying traffic input,DBLP title: A Pairwise Pseudo-likelihood Approach for Matrix Completion with Informative Missingness.
P29547,Activating Self-Attention for Multi-Scene Absolute Pose Regression.,NeurIPS,Artificial intelligence,2024,true,false,false,G,true,Excluded,E03,No qualifying traffic input,DBLP title: Activating Self-Attention for Multi-Scene Absolute Pose Regression.
P29668,Amnesia as a Catalyst for Enhancing Black Box Pixel Attacks in Image Classification and Object Detection.,NeurIPS,Artificial intelligence,2024,true,false,false,G,true,Excluded,E03,No qualifying traffic input,DBLP title: Amnesia as a Catalyst for Enhancing Black Box Pixel Attacks in Image Classification and Object Detection.
P29923,Boosting Vision-Language Models with Transduction.,NeurIPS,Artificial intelligence,2024,true,false,false,G,true,Excluded,E03,No qualifying traffic input,DBLP title: Boosting Vision-Language Models with Transduction.
P29939,Bridge the Modality and Capability Gaps in Vision-Language Model Selection.,NeurIPS,Artificial intelligence,2024,true,false,false,G,true,Excluded,E03,No qualifying traffic input,DBLP title: Bridge the Modality and Capability Gaps in Vision-Language Model Selection.
P29960,CALANet: Cheap All-Layer Aggregation for Human Activity Recognition.,NeurIPS,Artificial intelligence,2024,true,false,false,G,true,Excluded,E03,No qualifying traffic input,"The study's input is human-activity sensor/video data rather than network packets, flows, sessions, or traffic traces."
P30005,Causal Temporal Representation Learning with Nonstationary Sparse Transition.,NeurIPS,Artificial intelligence,2024,true,false,false,G,true,Excluded,E03,No qualifying traffic input,DBLP title: Causal Temporal Representation Learning with Nonstationary Sparse Transition.
P30041,Classification Done Right for Vision-Language Pre-Training.,NeurIPS,Artificial intelligence,2024,true,false,false,G,true,Excluded,E03,No qualifying traffic input,DBLP title: Classification Done Right for Vision-Language Pre-Training.
P30242,CuMo: Scaling Multimodal LLM with Co-Upcycled Mixture-of-Experts.,NeurIPS,Artificial intelligence,2024,true,false,false,G,true,Excluded,E03,No qualifying traffic input,DBLP title: CuMo: Scaling Multimodal LLM with Co-Upcycled Mixture-of-Experts.
P30290,DDK: Distilling Domain Knowledge for Efficient Large Language Models.,NeurIPS,Artificial intelligence,2024,true,false,false,G,true,Excluded,E03,No qualifying traffic input,DBLP title: DDK: Distilling Domain Knowledge for Efficient Large Language Models.
P30371,DF40: Toward Next-Generation Deepfake Detection.,NeurIPS,Artificial intelligence,2024,true,false,false,G,true,Excluded,E03,No qualifying traffic input,DBLP title: DF40: Toward Next-Generation Deepfake Detection.
P30387,Differentially Private Optimization with Sparse Gradients.,NeurIPS,Artificial intelligence,2024,true,false,false,G,true,Excluded,E03,No qualifying traffic input,DBLP title: Differentially Private Optimization with Sparse Gradients.
P30393,DiffLight: A Partial Rewards Conditioned Diffusion Model for Traffic Signal Control with Missing Data.,NeurIPS,Artificial intelligence,2024,true,false,false,G,true,Excluded,E03,No qualifying traffic input,DBLP title: DiffLight: A Partial Rewards Conditioned Diffusion Model for Traffic Signal Control with Missing Data.
P30398,DiffSF: Diffusion Models for Scene Flow Estimation.,NeurIPS,Artificial intelligence,2024,true,false,false,G,true,Excluded,E03,No qualifying traffic input,DBLP title: DiffSF: Diffusion Models for Scene Flow Estimation.
P30402,DiffuPac: Contextual Mimicry in Adversarial Packets Generation via Diffusion Model.,NeurIPS,Artificial intelligence,2024,true,true,false,G | R,true,Excluded,E10,Adversarial or generative support,Abstract screen triggered central learned network-traffic classification; source: https://proceedings.neurips.cc//paper_files/paper/2024/hash/f1a92c4df8cd7dc1cab2613fb999d5e7-Abstract-Conference.html
P30517,dopanim: A Dataset of Doppelganger Animals with Noisy Annotations from Multiple Humans.,NeurIPS,Artificial intelligence,2024,true,false,false,G,true,Excluded,E03,No qualifying traffic input,DBLP title: dopanim: A Dataset of Doppelganger Animals with Noisy Annotations from Multiple Humans.
P30522,DPIC: Decoupling Prompt and Intrinsic Characteristics for LLM Generated Text Detection.,NeurIPS,Artificial intelligence,2024,true,false,false,G,true,Excluded,E03,No qualifying traffic input,DBLP title: DPIC: Decoupling Prompt and Intrinsic Characteristics for LLM Generated Text Detection.
P30643,EMGBench: Benchmarking Out-of-Distribution Generalization and Adaptation for Electromyography.,NeurIPS,Artificial intelligence,2024,true,false,false,G,true,Excluded,E03,No qualifying traffic input,DBLP title: EMGBench: Benchmarking Out-of-Distribution Generalization and Adaptation for Electromyography.
P30662,Enhancing Diversity in Bayesian Deep Learning via Hyperspherical Energy Minimization of CKA.,NeurIPS,Artificial intelligence,2024,true,false,false,G,true,Excluded,E03,No qualifying traffic input,DBLP title: Enhancing Diversity in Bayesian Deep Learning via Hyperspherical Energy Minimization of CKA.
P30712,ETO: Efficient Transformer-based Local Feature Matching by Organizing Multiple Homography Hypotheses.,NeurIPS,Artificial intelligence,2024,true,false,false,G,true,Excluded,E03,No qualifying traffic input,DBLP title: ETO: Efficient Transformer-based Local Feature Matching by Organizing Multiple Homography Hypotheses.
P30771,Exploring the trade-off between deep-learning and explainable models for brain-machine interfaces.,NeurIPS,Artificial intelligence,2024,true,false,false,G,true,Excluded,E03,No qualifying traffic input,DBLP title: Exploring the trade-off between deep-learning and explainable models for brain-machine interfaces.
P30942,Frequency-aware Generative Models for Multivariate Time Series Imputation.,NeurIPS,Artificial intelligence,2024,true,false,false,G,true,Excluded,E03,No qualifying traffic input,DBLP title: Frequency-aware Generative Models for Multivariate Time Series Imputation.
P30961,FT-AED: Benchmark Dataset for Early Freeway Traffic Anomalous Event Detection.,NeurIPS,Artificial intelligence,2024,true,false,true,G | P,true,Excluded,E03,No qualifying traffic input,"The study's input is road/urban mobility measurements rather than network packets, flows, sessions, or traffic traces."
P31127,Group-wise oracle-efficient algorithms for online multi-group learning.,NeurIPS,Artificial intelligence,2024,true,false,false,G,true,Excluded,E03,No qualifying traffic input,DBLP title: Group-wise oracle-efficient algorithms for online multi-group learning.
P31167,HEMM: Holistic Evaluation of Multimodal Foundation Models.,NeurIPS,Artificial intelligence,2024,true,false,false,G,true,Excluded,E03,No qualifying traffic input,DBLP title: HEMM: Holistic Evaluation of Multimodal Foundation Models.
P31179,Hierarchical Hybrid Sliced Wasserstein: A Scalable Metric for Heterogeneous Joint Distributions.,NeurIPS,Artificial intelligence,2024,true,false,false,G,true,Excluded,E03,No qualifying traffic input,DBLP title: Hierarchical Hybrid Sliced Wasserstein: A Scalable Metric for Heterogeneous Joint Distributions.
P31300,Implicit Regularization Paths of Weighted Neural Representations.,NeurIPS,Artificial intelligence,2024,true,false,false,G,true,Excluded,E03,No qualifying traffic input,DBLP title: Implicit Regularization Paths of Weighted Neural Representations.
P31374,Inflationary Flows: Calibrated Bayesian Inference with Diffusion-Based Models.,NeurIPS,Artificial intelligence,2024,true,false,false,G,true,Excluded,E03,No qualifying traffic input,"The study's input is generic statistical/ML data rather than network packets, flows, sessions, or traffic traces."
P31513,Language-Driven Interactive Traffic Trajectory Generation.,NeurIPS,Artificial intelligence,2024,true,false,false,G,true,Excluded,E03,No qualifying traffic input,DBLP title: Language-Driven Interactive Traffic Trajectory Generation.
P31514,Large Language Model Unlearning via Embedding-Corrupted Prompts.,NeurIPS,Artificial intelligence,2024,true,false,false,G,true,Excluded,E03,No qualifying traffic input,DBLP title: Large Language Model Unlearning via Embedding-Corrupted Prompts.
P31587,Learning Identifiable Factorized Causal Representations of Cellular Responses.,NeurIPS,Artificial intelligence,2024,false,false,true,P,false,Excluded,E04,No learned classifier,Title and abstract do not describe a learned classifier.
P31589,"Learning in Markov Games with Adaptive Adversaries: Policy Regret, Fundamental Barriers, and Efficient Algorithms.",NeurIPS,Artificial intelligence,2024,true,false,false,G,true,Excluded,E03,No qualifying traffic input,"DBLP title: Learning in Markov Games with Adaptive Adversaries: Policy Regret, Fundamental Barriers, and Efficient Algorithms."
P31618,Learning the Latent Causal Structure for Modeling Label Noise.,NeurIPS,Artificial intelligence,2024,true,false,false,G,true,Excluded,E03,No qualifying traffic input,DBLP title: Learning the Latent Causal Structure for Modeling Label Noise.
P31642,Learning Versatile Skills with Curriculum Masking.,NeurIPS,Artificial intelligence,2024,true,false,false,G,true,Excluded,E03,No qualifying traffic input,DBLP title: Learning Versatile Skills with Curriculum Masking.
P31678,Lightweight Frequency Masker for Cross-Domain Few-Shot Semantic Segmentation.,NeurIPS,Artificial intelligence,2024,true,false,false,G,true,Excluded,E03,No qualifying traffic input,DBLP title: Lightweight Frequency Masker for Cross-Domain Few-Shot Semantic Segmentation.
P31756,Low Precision Local Training is Enough for Federated Learning.,NeurIPS,Artificial intelligence,2024,true,false,false,G,true,Excluded,E03,No qualifying traffic input,DBLP title: Low Precision Local Training is Enough for Federated Learning.
P31778,Maia-2: A Unified Model for Human-AI Alignment in Chess.,NeurIPS,Artificial intelligence,2024,true,false,false,G,true,Excluded,E03,No qualifying traffic input,DBLP title: Maia-2: A Unified Model for Human-AI Alignment in Chess.
P31794,MaNo: Exploiting Matrix Norm for Unsupervised Accuracy Estimation Under Distribution Shifts.,NeurIPS,Artificial intelligence,2024,true,false,false,G,true,Excluded,E03,No qualifying traffic input,DBLP title: MaNo: Exploiting Matrix Norm for Unsupervised Accuracy Estimation Under Distribution Shifts.
P31798,Marginal Causal Flows for Validation and Inference.,NeurIPS,Artificial intelligence,2024,true,false,false,G,true,Excluded,E03,No qualifying traffic input,"The study's input is non-network-domain data or derived artifacts rather than network packets, flows, sessions, or traffic traces."
P31915,Mixture of Nested Experts: Adaptive Processing of Visual Tokens.,NeurIPS,Artificial intelligence,2024,true,false,false,G,true,Excluded,E03,No qualifying traffic input,DBLP title: Mixture of Nested Experts: Adaptive Processing of Visual Tokens.
P31958,Monoculture in Matching Markets.,NeurIPS,Artificial intelligence,2024,true,false,false,G,true,Excluded,E03,No qualifying traffic input,DBLP title: Monoculture in Matching Markets.
P32063,NetworkGym: Reinforcement Learning Environments for Multi-Access Traffic Management in Network Simulation.,NeurIPS,Artificial intelligence,2024,true,false,false,G,true,Excluded,E03,No qualifying traffic input,DBLP title: NetworkGym: Reinforcement Learning Environments for Multi-Access Traffic Management in Network Simulation.
P32101,NeuroBOLT: Resting-state EEG-to-fMRI Synthesis with Multi-dimensional Feature Mapping.,NeurIPS,Artificial intelligence,2024,true,false,false,G,true,Excluded,E03,No qualifying traffic input,DBLP title: NeuroBOLT: Resting-state EEG-to-fMRI Synthesis with Multi-dimensional Feature Mapping.
P32365,PaGoDA: Progressive Growing of a One-Step Generator from a Low-Resolution Diffusion Teacher.,NeurIPS,Artificial intelligence,2024,true,false,false,G,true,Excluded,E03,No qualifying traffic input,DBLP title: PaGoDA: Progressive Growing of a One-Step Generator from a Low-Resolution Diffusion Teacher.
