design_id,paper_id,task_family,task_name,label_semantics,class_cardinality,class_type,dataset_ids,scheme_ids,training_description,validation_description,test_description,split_design_primary,split_design_secondary,split_unit,split_grouping,eligibility_status,exclusion_reason,evidence_ids
DES0278,P14374,semantic_inference,TF-IDF command-category classification,TF-IDF-derived command category,8,multiclass,DS-P14374-WHISPERVOICETRACE,SCH0068,Commands are relabelled into eight TF-IDF categories and evaluated with the sample-level protocol.,No separate validation/model-selection allocation is reported.,Commands are relabelled into eight TF-IDF categories and evaluated with the sample-level protocol.,pooled_kfold_or_cross_validation,,action_or_visit,sample_split_after_pooling,eligible,,EVD1922
DES0279,P14374,semantic_inference,Dynamic-command fingerprinting,dynamic voice-command identity,24,multiclass,DS-P14374-WHISPERVOICETRACE,SCH0071,The authors select 24 dynamic commands with 200 instances each and train/test the command-identity classifier within that subset.,Validation follows the paper's sample-level evaluation protocol.,The authors select 24 dynamic commands with 200 instances each and train/test the command-identity classifier within that subset.,pooled_kfold_or_cross_validation,,action_or_visit,sample_split_after_pooling,eligible,,EVD1923
DES0280,P14374,semantic_inference,Static-command fingerprinting,static voice-command identity,24,multiclass,DS-P14374-WHISPERVOICETRACE,SCH0066,The authors select 24 static commands with 200 instances each and train/test the command-identity classifier within that subset.,Validation follows the paper's sample-level evaluation protocol.,The authors select 24 static commands with 200 instances each and train/test the command-identity classifier within that subset.,pooled_kfold_or_cross_validation,,action_or_visit,sample_split_after_pooling,eligible,,EVD1924
DES0281,P14374,semantic_inference,Gender-conditioned command fingerprinting,voice command identity,295,multiclass,DS-P14374-WHISPERVOICETRACE,SCH0062,"For 295 commands, male-voice and female-voice datasets are evaluated and accuracy is reported separately by gender condition.",Validation follows the paper's sample-level evaluation protocol.,"For 295 commands, male-voice and female-voice datasets are evaluated and accuracy is reported separately by gender condition.",pooled_kfold_or_cross_validation,,action_or_visit,sample_split_after_pooling,eligible,,EVD1925
DES0282,P14374,semantic_inference,Demographic/accent-conditioned command fingerprinting,voice command identity,295,multiclass,DS-P14374-WHISPERVOICETRACE,SCH0062,"For 295 commands, the model is evaluated with American, British, Indian and Australian voice datasets and results are reported separately by demographic/accent condition.",Validation follows the paper's sample-level evaluation protocol.,"For 295 commands, the model is evaluated with American, British, Indian and Australian voice datasets and results are reported separately by demographic/accent condition.",pooled_kfold_or_cross_validation,,action_or_visit,sample_split_after_pooling,eligible,,EVD1926
DES0283,P14374,semantic_inference,Unseen-command category generalization,voice-command category,8,multiclass,DS-P14374-WHISPERVOICETRACE,SCH0069,"For each of eight TF-IDF categories, one command is selected for testing and the remaining commands in that category form training data; five such experiments are reported.",No target-command samples are used for fitting.,"For each of eight TF-IDF categories, one command is selected for testing and the remaining commands in that category form training data; five such experiments are reported.",condition_holdout_non_temporal,,action_or_visit,condition_before_sample_split,eligible,,EVD1927
DES0284,P14413,semantic_inference,Bing keyword fingerprinting,search keyword identity,258,multiclass,DS-P14413-DKF,SCH0074,Training portion used for Bing keyword fingerprinting.,Validation/model selection is not separately described.,Test portion used for Bing keyword fingerprinting.,protocol_not_reported,,action_or_visit,unknown,eligible,,EVD1928
DES0285,P14413,semantic_inference,DDGbase keyword fingerprinting,search keyword identity,258,multiclass,DS-P14413-DKF,SCH0075,Training portion used for DDGbase keyword fingerprinting.,Validation/model selection is not separately described.,Test portion used for DDGbase keyword fingerprinting.,protocol_not_reported,,action_or_visit,unknown,eligible,,EVD1929
DES0286,P14413,semantic_inference,DDG temporal-drift keyword fingerprinting,search keyword identity,273,multiclass,DS-P14413-DKF,SCH0073,DDGbase earlier campaign.,The later DDGdrift campaign was analyzed together with DDGbase and informed the Winlap feature design before the temporal result was reported.,DDGdrift later campaign.,heldout_later_campaign,,action_or_visit,condition_before_sample_split,eligible,,EVD1930 | EVD1931
DES0287,P14774,endpoint_or_platform_identification,Active network-device vendor fingerprinting,network device vendor,15,multiclass,DS-NETWORK-DEVICE-DATASET-HOLLAND-2020,SCH0086,Seventy-five percent of the task dataset.,AutoGluon internal validation/bagging folds.,Twenty-five percent of the same task dataset.,pooled_random_or_stratified_split,pooled_kfold_or_cross_validation,mixed,sample_split_after_pooling,eligible,,EVD1932
DES0288,P14774,endpoint_or_platform_identification,Passive operating-system fingerprinting,operating-system class,3,multiclass,DS-CIC-IDS-2017,SCH0079,Seventy-five percent of the task dataset.,AutoGluon internal validation/bagging folds.,Twenty-five percent of the same task dataset.,pooled_random_or_stratified_split,pooled_kfold_or_cross_validation,mixed,sample_split_after_pooling,eligible,,EVD1933
DES0289,P14774,,DTLS implementation classification,DTLS implementation/browser class,7,multiclass,,,Seventy-five percent of the task dataset.,AutoGluon internal validation/bagging folds.,Twenty-five percent of the same task dataset.,pooled_random_or_stratified_split,pooled_kfold_or_cross_validation,mixed,sample_split_after_pooling,excluded,outside_scope,EVD1934
DES0290,P14774,semantic_inference,NetML Non-VPN top-level traffic classification,"P2P, audio, chat, email, file transfer, Tor, and video",7,multiclass,DS-ISCX-VPN-2016,SCH0084,Seventy-five percent of the task dataset.,AutoGluon internal validation/bagging folds.,Twenty-five percent of the same task dataset.,pooled_random_or_stratified_split,pooled_kfold_or_cross_validation,mixed,sample_split_after_pooling,eligible,,EVD1935 | EVD1936
DES0291,P14774,security_state_classification,IoT malware-family classification,IoT malware family/device class,19,multiclass,DS-STRATOSPHERE-IOT-MALWARE-NETML,SCH0085,Seventy-five percent of the task dataset.,AutoGluon internal validation/bagging folds.,Twenty-five percent of the same task dataset.,pooled_random_or_stratified_split,pooled_kfold_or_cross_validation,mixed,sample_split_after_pooling,eligible,,EVD1937
DES0292,P14774,semantic_inference,Streaming-provider classification,streaming provider,4,multiclass,DS-STREAMING-VIDEO-PROVIDERS-BRONZINO-2019,SCH0083,Seventy-five percent of the task dataset.,AutoGluon internal validation/bagging folds.,Twenty-five percent of the same task dataset.,pooled_random_or_stratified_split,pooled_kfold_or_cross_validation,mixed,sample_split_after_pooling,eligible,,EVD1938
DES0293,P14774,endpoint_or_platform_identification,Cross-platform country classification,"China, United States, or India",3,multiclass,DS-CROSS-PLATFORM-2017,SCH0080,Seventy-five percent of the task dataset.,AutoGluon internal validation/bagging folds.,Twenty-five percent of the same task dataset.,pooled_random_or_stratified_split,pooled_kfold_or_cross_validation,mixed,sample_split_after_pooling,eligible,,EVD1939 | EVD1940
DES0294,P14774,endpoint_or_platform_identification,Fine-grained host/operating-system identity classification,host and operating-system identity,13,multiclass,DS-CIC-IDS-2017,SCH0087,Seventy-five percent of the task dataset.,AutoGluon internal validation/bagging folds.,Twenty-five percent of the same task dataset.,pooled_random_or_stratified_split,pooled_kfold_or_cross_validation,mixed,sample_split_after_pooling,eligible,,EVD1941
DES0295,P14774,semantic_inference,NetML Non-VPN mid-level application classification,18 mid-level application classes,18,multiclass,DS-ISCX-VPN-2016,SCH0082,Seventy-five percent of the 18-class task dataset.,AutoGluon internal validation/bagging folds.,Twenty-five percent of the same task dataset.,pooled_random_or_stratified_split,pooled_kfold_or_cross_validation,mixed,sample_split_after_pooling,eligible,,EVD1942 | EVD1943
DES0296,P14774,semantic_inference,NetML Non-VPN fine-grained application/action classification,31 fine-grained application/action classes,31,multiclass,DS-ISCX-VPN-2016,SCH0078,Seventy-five percent of the 31-class task dataset.,AutoGluon internal validation/bagging folds.,Twenty-five percent of the same task dataset.,pooled_random_or_stratified_split,pooled_kfold_or_cross_validation,mixed,sample_split_after_pooling,eligible,,EVD1944 | EVD1945
DES0297,P14774,security_state_classification,NetML CICIDS2017 fine-grained intrusion classification,benign traffic plus seven attack-type classes,8,multiclass,DS-CIC-IDS-2017,SCH0081,Seventy-five percent of the eight-class task dataset.,AutoGluon internal validation/bagging folds.,Twenty-five percent of the recreated netML CICIDS2017 task dataset.,pooled_random_or_stratified_split,pooled_kfold_or_cross_validation,mixed,sample_split_after_pooling,eligible,,EVD1946 | EVD1947
DES0298,P15385,semantic_inference,Traditional matched AWF closed-world WF,100 website identities,100,multiclass,DS-AWF-2017,SCH0092,AWF2 representation pretraining and random labelled AWF1 fine-tuning samples.,Validation/model-selection construction is not separately reported.,Mutually exclusive AWF1 visits.,pooled_random_or_stratified_split,,action_or_visit,sample_split_after_pooling,eligible,,EVD1948
DES0299,P15385,semantic_inference,Superior-to-mixed network-condition transfer,69 website identities,69,multiclass,DS-AWF-2017,SCH0094,AWF superior pretraining and labelled superior fine-tuning samples.,Fifty superior and fifty inferior visits per website.,A disjoint fifty-superior/fifty-inferior set per website.,condition_holdout_non_temporal,,action_or_visit,condition_before_sample_split,eligible,,EVD1949
DES0300,P15385,semantic_inference,Inferior/superior condition reversal,69 website identities,69,multiclass,DS-AWF-2017,SCH0094,One NCM partition used for pretraining/fine-tuning.,Held-out validation samples.,Separate inferior and superior test samples.,condition_holdout_non_temporal,,action_or_visit,condition_before_sample_split,eligible,,EVD1950
DES0301,P15385,semantic_inference,Five-year AWF-to-Drift target-informed transfer,90 website identities,90,multiclass,DS-P15385-REALISTIC-WF-DRIFT-2023,SCH0091,Labelled Drift90 target samples fine-tune the downstream classifier; AWF supplies representation pretraining only and is not a same-label source condition.,Disjoint Drift90 target validation samples.,Disjoint Drift90 target test samples.,single_campaign_or_period_split,representation_pretraining_cross_time_different_labels,session_or_trace,unknown,eligible,,EVD1951 | EVD1952
DES0302,P15385,semantic_inference,Cross-continent guard-relay transfer,90 website identities,90,multiclass,DS-P15385-REALISTIC-WF-DRIFT-2023,SCH0091,European-guard fine-tuning samples.,North-American guard validation samples.,North-American guard test samples.,condition_holdout_non_temporal,,session_or_trace,condition_before_sample_split,eligible,,EVD1953
DES0303,P15385,semantic_inference,Matched AWF open-world WF,monitored website identities plus unmonitored,70,multiclass,DS-AWF-2017,SCH0093,AWF monitored/unmonitored fine-tuning samples.,Held-out AWF validation samples.,Held-out AWF monitored and open-world samples.,pooled_random_or_stratified_split,,action_or_visit,sample_split_after_pooling,eligible,,EVD1954
DES0304,P15385,semantic_inference,Five-year open-world Drift transfer,90 monitored websites plus unmonitored,91,multiclass,DS-P15385-REALISTIC-WF-DRIFT-2023,SCH0095,Drift target monitored and unmonitored samples fine-tune the downstream open-world system; AWF supplies representation pretraining only.,Drift target validation/calibration samples.,Disjoint Drift90 and Drift5000 target tests.,single_campaign_or_period_split,representation_pretraining_cross_time_different_labels,session_or_trace,unknown,eligible,,EVD1955 | EVD1956
DES0305,P15762,semantic_inference,DF95 website fingerprinting,website identity,95,multiclass,DS-DF-2017,SCH0110,"All datasets are assigned to training, validation and test portions in an 8:1:1 ratio; the DF95 allocation is not related to capture time.",Validation/calibration is described in the cited protocol evidence.,"All datasets are assigned to training, validation and test portions in an 8:1:1 ratio; the DF95 allocation is not related to capture time.",official_or_fixed_partition_time_unknown,,action_or_visit,unknown,eligible,,EVD1957
DES0306,P15762,semantic_inference,Dark-web website fingerprinting,dark-web website identity,80,multiclass,DS-P15762-STDA-DARKWEB,SCH0109,"The dark-web dataset contains captures from August 2023 and April 2024, but the paper only states the generic 8:1:1 split and does not say whether campaigns are pooled or held out.",Validation/calibration is described in the cited protocol evidence.,"The dark-web dataset contains captures from August 2023 and April 2024, but the paper only states the generic 8:1:1 split and does not say whether campaigns are pooled or held out.",official_or_fixed_partition_time_unknown,,action_or_visit,unknown,eligible,,EVD1958
DES0307,P16217,semantic_inference,Cross-location Tor website fingerprinting,website identity,100,multiclass,DS-P16217-SWALLOW,SCH0136,D1 plus N labeled target instances per website.,Validation or model-selection portion as reported by the paper.,Remaining D2-D5 target instances.,condition_holdout_non_temporal,,action_or_visit,condition_before_sample_split,eligible,,EVD1959
DES0308,P16217,semantic_inference,Concept-drift Tor website fingerprinting,website identity,100,multiclass,DS-P16217-SWALLOW,SCH0136,D1 plus N labeled D6 adaptation instances.,Validation or model-selection portion as reported by the paper.,Remaining D6 later-campaign instances.,heldout_later_campaign,,action_or_visit,condition_before_sample_split,eligible,,EVD1960
DES0309,P16217,semantic_inference,Cross-browser Tor website fingerprinting,website identity,100,multiclass,DS-P16217-SWALLOW,SCH0136,D1 plus N labeled D7 adaptation instances.,Validation or model-selection portion as reported by the paper.,Remaining D7 instances.,condition_holdout_non_temporal,,action_or_visit,condition_before_sample_split,eligible,,EVD1961
DES0310,P16217,semantic_inference,Wang-to-DF cross-dataset website fingerprinting,website identity,95,multiclass,DS-DF-2017 | DS-WANG-WF-2014,SCH0134 | SCH0135,Wang100 pre-training plus labeled DF95 fine-tuning.,Validation or model-selection portion as reported by the paper.,Remaining DF95 instances.,cross_dataset_temporal_transfer,,dataset,condition_before_sample_split,eligible,,EVD1962
DES0311,P16217,semantic_inference,DF open-world monitored-site identification,95 monitored websites with background rejection,95,multiclass,DS-DF-2017 | DS-WANG-WF-2014,SCH0137 | SCH0138,Wang pre-training plus labeled DF target data.,Validation or model-selection portion as reported by the paper.,DF95 monitored and DF40000 background.,cross_dataset_temporal_transfer,,dataset,condition_before_sample_split,eligible,,EVD1963
DES0312,P16247,semantic_inference,Application-Host dynamic-client classification,"application, DoH type, or website identity",3,multiclass,DS-NUDT-MOBILETRAFFIC-2020,SCH0142,Meta-training on reported source-condition groups.,Validation or model-selection portion as reported by the paper.,Held-out target-condition group.,condition_holdout_non_temporal,,session_or_trace,condition_before_sample_split,eligible,,EVD1964
DES0313,P16247,semantic_inference,DoHBrw-ALL dynamic-client classification,"application, DoH type, or website identity",4,multiclass,DS-P16247-DOHBRW-ALL-2024,,Meta-training on reported source-condition groups.,Validation or model-selection portion as reported by the paper.,Held-out target-condition group.,condition_holdout_non_temporal,,session_or_trace,condition_before_sample_split,excluded,superseded_by_more_specific_designs,EVD1965
DES0314,P16247,semantic_inference,DoHBrw-NetEnv binary network-environment classification,"application, DoH type, or website identity",2,binary,DS-CIRA-CIC-DOHBRW-2020,,Meta-training on reported source-condition groups.,Validation or model-selection portion as reported by the paper.,Held-out target-condition group.,condition_holdout_non_temporal,,session_or_trace,condition_before_sample_split,excluded,superseded_by_more_specific_designs,EVD1966
DES0315,P16247,semantic_inference,Application-ALL dynamic-network classification,"application, DoH type, or website identity",3,multiclass,DS-P16247-APPLICATION-ALL-2024,SCH0139,Meta-training on reported source-condition groups.,Validation or model-selection portion as reported by the paper.,Held-out target-condition group.,condition_holdout_non_temporal,,session_or_trace,condition_before_sample_split,eligible,,EVD1967
DES0316,P16247,semantic_inference,Tor-Obfuscation held-out-obfuscation fingerprinting,"application, DoH type, or website identity",95,multiclass,DS-DF-2017,SCH0143,Meta-training on reported source-condition groups.,Validation or model-selection portion as reported by the paper.,Held-out target-condition group.,condition_holdout_non_temporal,,session_or_trace,condition_before_sample_split,eligible,,EVD1968
DES0317,P16247,semantic_inference,Application-ALL held-out-obfuscation classification,"application, DoH type, or website identity",3,multiclass,DS-P16247-APPLICATION-ALL-2024,SCH0139,Meta-training on reported source-condition groups.,Validation or model-selection portion as reported by the paper.,Held-out target-condition group.,condition_holdout_non_temporal,,session_or_trace,condition_before_sample_split,eligible,,EVD1969
DES0318,P16247,semantic_inference,DoHBrw-ALL held-out-obfuscation classification,"application, DoH type, or website identity",4,multiclass,DS-P16247-DOHBRW-ALL-2024,SCH0141,Meta-training on reported source-condition groups.,Validation or model-selection portion as reported by the paper.,Held-out target-condition group.,condition_holdout_non_temporal,,session_or_trace,condition_before_sample_split,eligible,,EVD1970
DES0319,P16247,semantic_inference,Application-ALL host-plus-network classification,"application, DoH type, or website identity",3,multiclass,DS-P16247-APPLICATION-ALL-2024,SCH0139,Meta-training on reported source-condition groups.,Validation or model-selection portion as reported by the paper.,Held-out target-condition group.,condition_holdout_non_temporal,multi_condition_holdout,session_or_trace,condition_before_sample_split,eligible,,EVD1971
DES0320,P16247,semantic_inference,DoHBrw-ALL host-plus-network classification,"application, DoH type, or website identity",4,multiclass,DS-P16247-DOHBRW-ALL-2024,,Meta-training on reported source-condition groups.,Validation or model-selection portion as reported by the paper.,Held-out target-condition group.,condition_holdout_non_temporal,multi_condition_holdout,session_or_trace,condition_before_sample_split,excluded,superseded_by_more_specific_designs,EVD1972
DES0321,P16247,semantic_inference,Application-ALL host-plus-obfuscation classification,"application, DoH type, or website identity",3,multiclass,DS-P16247-APPLICATION-ALL-2024,SCH0139,Meta-training on reported source-condition groups.,Validation or model-selection portion as reported by the paper.,Held-out target-condition group.,condition_holdout_non_temporal,multi_condition_holdout,session_or_trace,condition_before_sample_split,eligible,,EVD1973
DES0322,P16247,semantic_inference,DoHBrw-ALL host-plus-obfuscation classification,"application, DoH type, or website identity",4,multiclass,DS-P16247-DOHBRW-ALL-2024,SCH0141,Meta-training on reported source-condition groups.,Validation or model-selection portion as reported by the paper.,Held-out target-condition group.,condition_holdout_non_temporal,multi_condition_holdout,session_or_trace,condition_before_sample_split,eligible,,EVD1974
DES0323,P16247,semantic_inference,Application-ALL network-plus-obfuscation classification,"application, DoH type, or website identity",3,multiclass,DS-P16247-APPLICATION-ALL-2024,SCH0139,Meta-training on reported source-condition groups.,Validation or model-selection portion as reported by the paper.,Held-out target-condition group.,condition_holdout_non_temporal,multi_condition_holdout,session_or_trace,condition_before_sample_split,eligible,,EVD1975
DES0324,P16247,semantic_inference,DoHBrw-ALL network-plus-obfuscation classification,"application, DoH type, or website identity",4,multiclass,DS-P16247-DOHBRW-ALL-2024,SCH0141,Meta-training on reported source-condition groups.,Validation or model-selection portion as reported by the paper.,Held-out target-condition group.,condition_holdout_non_temporal,multi_condition_holdout,session_or_trace,condition_before_sample_split,eligible,,EVD1976
DES0325,P16247,semantic_inference,Tor-ALL host-network-obfuscation fingerprinting,"application, DoH type, or website identity",100,multiclass,DS-P16247-TOR-ALL-2024,SCH0140,Meta-training on reported source-condition groups.,Validation or model-selection portion as reported by the paper.,Held-out target-condition group.,condition_holdout_non_temporal,multi_condition_holdout,session_or_trace,condition_before_sample_split,eligible,,EVD1977
DES0326,P16354,security_state_classification,Darknet sender-category classification,ten ground-truth sender categories,10,multiclass,DS-P16354-DARKVEC-UNIVERSITY-DARKNET-2021,SCH0159,Word embeddings from up to all 30 days plus labeled last-day senders except the queried sender.,Validation/model-selection construction is not separately reported.,One labeled sender from the last day under leave-one-out.,chronological_within_continuous_capture,,device,condition_before_sample_split,eligible,,EVD1978
DES0327,P16931,semantic_inference,Wiki19K Experiment 1: known-page classification,Wikipedia page identity,6000,multiclass,DS-P16931-WIKI19000,,"Set A supplies 90 samples per class for model/reference construction over 6,000 pages and Set B supplies 10 held-out samples per class; the sets have no sample overlap.",No separate validation/model-selection allocation is reported.,"Set A supplies 90 samples per class for model/reference construction over 6,000 pages and Set B supplies 10 held-out samples per class; the sets have no sample overlap.",single_campaign_or_period_split,,action_or_visit,sample_split_after_pooling,excluded,superseded_by_more_specific_designs,EVD1979
DES0328,P16931,semantic_inference,Wiki19K Experiment 2: new-class reference adaptation,Wikipedia page identity,13000,multiclass,DS-P16931-WIKI19000,,"The embedding is learned from Set A's 6,000 classes, while labelled references in Set C and tests in Set D cover 13,000 disjoint page classes without sample overlap.",No separate validation/model-selection allocation is reported.,"The embedding is learned from Set A's 6,000 classes, while labelled references in Set C and tests in Set D cover 13,000 disjoint page classes without sample overlap.",condition_holdout_non_temporal,,action_or_visit,condition_before_sample_split,excluded,superseded_by_more_specific_designs,EVD1980
DES0329,P16931,semantic_inference,TLS 1.2 to TLS 1.3 webpage fingerprinting,website identity under TLS-version change,500,multiclass,DS-P16931-WIKI19000,,"The TLS 1.2-trained representation is applied to a TLS 1.3 Wiki500 subset, with labelled target references used by the downstream nearest-neighbour classifier; capture-time ordering is not used.",No separate validation/model-selection allocation is reported.,"The TLS 1.2-trained representation is applied to a TLS 1.3 Wiki500 subset, with labelled target references used by the downstream nearest-neighbour classifier; capture-time ordering is not used.",condition_holdout_non_temporal,,action_or_visit,condition_before_sample_split,excluded,superseded_by_more_specific_designs,EVD1981
DES0330,P16931,semantic_inference,Wiki19K to GitHub500 adaptive fingerprinting,GitHub page identity,500,multiclass,DS-P16931-GITHUB500 | DS-P16931-WIKI19000,,"The sequence embedding is learned on Wiki19K, while labelled GitHub500 reference traces construct the target classifier and separate GitHub samples are queried.",No separate validation/model-selection allocation is reported.,"The sequence embedding is learned on Wiki19K, while labelled GitHub500 reference traces construct the target classifier and separate GitHub samples are queried.",condition_holdout_non_temporal,,action_or_visit,condition_before_sample_split,excluded,superseded_by_more_specific_designs,EVD1982
DES0331,P17056,semantic_inference,Matched LTE app fingerprinting by operator/environment,mobile application identity,9,multiclass,DS-P17056-LTE-FINGERPRINT,SCH0180,"Results are reported for the laboratory and three operators using separately trained classifiers, but the paper does not locate the ordinary train/test sample split in capture time.",No separate validation/model-selection allocation is reported.,"Results are reported for the laboratory and three operators using separately trained classifiers, but the paper does not locate the ordinary train/test sample split in capture time.",protocol_not_reported,,session_or_trace,unknown,eligible,,EVD1983
DES0332,P17056,semantic_inference,Day-1 to later-day LTE app fingerprinting,mobile application identity,9,multiclass,DS-P17056-LTE-FINGERPRINT,SCH0180,The nine-app classifier is trained using ten-minute traces recorded on day 1 and tested on traces recorded on subsequent days within a 20-day window.,"No separate validation/model-selection allocation is reported, so target-period influence on model selection cannot be ruled out.",Later-day traces from the same nine-app task; the paper plots the YouTube/T-Mobile result and reports qualitatively that the remaining apps show similar drops.,chronological_within_continuous_capture,,session_or_trace,condition_before_sample_split,eligible,,EVD1984
DES0333,P17269,security_state_classification,AndMal2019 malware-family classification,malware family,42,multiclass,DS-CIC-INVES-ANDMAL-2019,SCH0190,Training portion used for AndMal2019 malware-family classification.,Validation or model-selection portion as reported by the paper.,Test portion used for AndMal2019 malware-family classification.,pooled_kfold_or_cross_validation,,file_or_capture,sample_split_after_pooling,eligible,,EVD1985
DES0334,P17269,security_state_classification,MTA malware-family classification,malware family,80,multiclass,DS-MALWARE-TRAFFIC-ANALYSIS-NET,SCH0183,Training portion used for MTA malware-family classification.,Validation or model-selection portion as reported by the paper.,Test portion used for MTA malware-family classification.,pooled_kfold_or_cross_validation,,file_or_capture,sample_split_after_pooling,eligible,,EVD1986
DES0335,P17269,security_state_classification,BTU-Mobile malware-family classification,malware family,29,multiclass,DS-BTU-MALWARE,SCH0185,Training portion used for BTU-Mobile malware-family classification.,Validation or model-selection portion as reported by the paper.,Test portion used for BTU-Mobile malware-family classification.,pooled_kfold_or_cross_validation,,file_or_capture,sample_split_after_pooling,eligible,,EVD1987
DES0336,P17269,security_state_classification,BTU-Desktop malware-family classification,malware family,33,multiclass,DS-BTU-MALWARE,SCH0184,Training portion used for BTU-Desktop malware-family classification.,Validation or model-selection portion as reported by the paper.,Test portion used for BTU-Desktop malware-family classification.,pooled_kfold_or_cross_validation,,file_or_capture,sample_split_after_pooling,eligible,,EVD1988
DES0337,P17269,security_state_classification,Cross-dataset binary malware generalization,benign versus malicious,2,binary,DS-CIC-INVES-ANDMAL-2019 | DS-MALWARE-TRAFFIC-ANALYSIS-NET | DS-MAWI | DS-P17269-P17269-ENTERPRISE-GATEWAY-1DAY,,Alternative MTA plus MAWI or AndMal2019 binary models.,Validation or model selection as reported by the paper.,MTA-Enterprise target mixture.,condition_holdout_non_temporal,,flow_interaction_graph,condition_before_sample_split,excluded,superseded_by_more_specific_designs,EVD1989 | EVD1763 | EVD1764
DES0338,P17290,semantic_inference,ODoH fingerprinting baseline,website identity,100,multiclass,DS-P17290-ODOH,,Sixty percent main-collection samples.,Validation or model-selection portion as reported by the paper.,Forty percent main-collection samples.,official_or_fixed_partition_time_unknown,,action_or_visit,unknown,excluded,superseded_by_more_specific_designs,EVD1990
DES0339,P17290,semantic_inference,Leave-one-client-location-out ODoH fingerprinting,website identity,100,multiclass,DS-P17290-ODOH,,Traffic from nine client locations.,Validation or model-selection portion as reported by the paper.,Traffic from the excluded location.,condition_holdout_non_temporal,,device,condition_before_sample_split,excluded,superseded_by_more_specific_designs,EVD1991
DES0340,P17290,semantic_inference,Six-week ODoH temporal fingerprinting,website identity,100,multiclass,DS-P17290-ODOH,,First-round 100-site collection.,The paper first pools both collection rounds into its 60:40 model comparison and grid-search pipeline; the later round therefore informs model and hyperparameter selection before the first-round-to-second-round test.,Second-round collection after six weeks.,heldout_later_campaign,,action_or_visit,condition_before_sample_split,excluded,superseded_by_more_specific_designs,EVD1992 | EVD1993
DES0341,P17323,semantic_inference,FOAP app fingerprinting,mobile application identity,1000,multiclass,DS-P42427-FOAP-AUTO,SCH0191,Training portion used for FOAP app fingerprinting.,Validation/model selection is not separately described.,Test portion used for FOAP app fingerprinting.,protocol_not_reported,,flow,unknown,eligible,,EVD1994
DES0342,P17323,semantic_inference,FG-Net D1/D2 app fingerprinting,mobile application identity,53,multiclass,DS-FG-NET,SCH0193,Training portion used for FG-Net D1/D2 app fingerprinting.,Validation/model selection is not separately described.,Test portion used for FG-Net D1/D2 app fingerprinting.,protocol_not_reported,,flow,unknown,eligible,,EVD1995
DES0343,P17323,semantic_inference,NUDT app fingerprinting,mobile application identity,100,multiclass,DS-NUDT-MOBILETRAFFIC-2020,SCH0192,Training portion used for NUDT app fingerprinting.,Validation/model selection is not separately described.,Test portion used for NUDT app fingerprinting.,protocol_not_reported,,flow,unknown,eligible,,EVD1996
DES0344,P17610,endpoint_or_platform_identification,Provider/protocol-specific laboratory user-platform classification,provider/protocol-specific video-streaming user platform identity,12,multiclass,DS-P17610-CHLO,,"Provider/protocol-specific classifier heads, each with at least 12 platform labels, are evaluated over approximately 10,000 flows spanning a 17-identity union (30 provider-specific configurations) using 10-fold cross-validation without condition-grouped folds.",No separate validation/model-selection allocation is reported.,"Provider/protocol-specific classifier heads, each with at least 12 platform labels, are evaluated over approximately 10,000 flows spanning a 17-identity union (30 provider-specific configurations) using 10-fold cross-validation without condition-grouped folds.",pooled_kfold_or_cross_validation,,flow,sample_split_after_pooling,excluded,superseded_by_more_specific_designs,EVD1997
DES0345,P17610,endpoint_or_platform_identification,Provider/protocol-specific laboratory-to-home platform classification,provider/protocol-specific video-streaming user platform identity,12,multiclass,DS-P17610-CHLO,,"Provider/protocol-specific models, each with at least 12 user-platform labels, are trained on laboratory traffic and evaluated on a separately captured home dataset with changed OS/software versions and residential networking.",No separate validation/model-selection allocation is reported.,"Provider/protocol-specific models, each with at least 12 user-platform labels, are trained on laboratory traffic and evaluated on a separately captured home dataset with changed OS/software versions and residential networking.",condition_holdout_non_temporal,,file_or_capture,condition_before_sample_split,excluded,superseded_by_more_specific_designs,EVD1998
DES0346,P17713,semantic_inference,Cloud-gaming title classification,game title,13,multiclass,DS-P17713-MULTIMEDIA-NETWORK-TRAFFIC-2025,SCH0194,Training portion used for Cloud-gaming title classification.,Validation/model selection is not separately described.,Test portion used for Cloud-gaming title classification.,protocol_not_reported,,session_or_trace,unknown,eligible,,EVD1999
DES0347,P17713,semantic_inference,Cloud-gaming activity-stage classification,player activity stage,3,multiclass,DS-P17713-MULTIMEDIA-NETWORK-TRAFFIC-2025,SCH0195,Training portion used for Cloud-gaming activity-stage classification.,Validation/model selection is not separately described.,Test portion used for Cloud-gaming activity-stage classification.,protocol_not_reported,,session_or_trace,unknown,eligible,,EVD2000
DES0348,P17713,semantic_inference,Field-deployment game-title validation,game title,13,multiclass,DS-P17713-MULTIMEDIA-NETWORK-TRAFFIC-2025,SCH0194,Laboratory ground-truth sessions.,Validation or model-selection portion as reported by the paper.,Deployment-network sessions.,condition_holdout_non_temporal,,session_or_trace,condition_before_sample_split,eligible,,EVD2001
DES0349,P17815,semantic_inference,Matched-condition encrypted-DNS website classification,website identity,1500,multiclass,DS-P17815-ENCRYPTED-DNS,,Nine sample folds from LOC1.,Validation/model-selection construction is not separately reported.,Remaining LOC1 sample fold.,pooled_kfold_or_cross_validation,,action_or_visit,sample_split_after_pooling,excluded,superseded_by_more_specific_designs,EVD2002 | EVD2005
