dataset_id,canonical_name,origin_type,collection_years,capture_provenance,dataset_boundary_basis,canonical_citation_key,canonical_citation,doi,canonical_url,identity_confidence,paper_ids,scheme_ids,use_ids,evidence_ids
DS-P16418-XATU-ISP-2019,Xatu global ISP NetFlow corpus,self_collected,2019,"Sampled NetFlow from all points of presence of a large global ISP, covering more than 1000 customer networks and paired with NetScout attack alerts.",The 100-day ISP observation and alert corpus used by Xatu is one paper-defined parent capture.,ramanathan2022xatu,"Sivaramakrishnan Ramanathan, Alexander M. Rush, Minlan Yu, Jelena Mirkovic, and Zhiying Xu. 2022. Xatu: Boosting Existing DDoS Detection Systems Using Auxiliary Signals. CoNEXT.",10.1145/3555050.3569121,https://doi.org/10.1145/3555050.3569121,high,P16418,SCH0174 | SCH0175 | SCH0176 | SCH0177 | SCH0178 | SCH0179,USE0106,EVD1752 | EVD1756
DS-P16931-GITHUB500,Github500,self_collected,,"500,000 TLS traces generated by visiting the top 500 GitHub project pages 1,000 times each.",Retained as a separately named or independently provenanced traffic corpus.,DBLP:conf/dsn/MavroudisH23,Vasilios Mavroudis; Jamie Hayes. 2023. Adaptive Webpage Fingerprinting from TLS Traces. DSN.,10.1109/dsn58367.2023.00049,https://doi.org/10.1109/DSN58367.2023.00049,medium,P16931,SCH0458,USE0284,EVD0602 | EVD0958 | EVD0959 | EVD0960 | EVD0961 | EVD2316 | EVD2317 | EVD2318 | EVD2319 | EVD2320 | EVD2321
DS-P16931-WIKI19000,Wiki19000,self_collected,,"1,900,000 TLS traces from 19,000 distinct Wikipedia article URLs, 100 traces per URL; includes a 500-page TLS 1.3 subset.",Retained as a separately named or independently provenanced traffic corpus.,DBLP:conf/dsn/MavroudisH23,Vasilios Mavroudis; Jamie Hayes. 2023. Adaptive Webpage Fingerprinting from TLS Traces. DSN.,10.1109/dsn58367.2023.00049,https://doi.org/10.1109/DSN58367.2023.00049,medium,P16931,SCH0455 | SCH0456 | SCH0457 | SCH0459,USE0285,EVD0727 | EVD0962 | EVD0963 | EVD0964 | EVD0965 | EVD2298 | EVD2299 | EVD2300 | EVD2301 | EVD2302 | EVD2303 | EVD2304 | EVD2305 | EVD2306 | EVD2307 | EVD2308 | EVD2309 | EVD2310 | EVD2311 | EVD2312 | EVD2313 | EVD2314 | EVD2315 | EVD2316 | EVD2317 | EVD2318 | EVD2319 | EVD2320 | EVD2321
DS-P17056-LTE-FINGERPRINT,LTE mobile-app fingerprinting corpus,self_collected,,LTE mobile-app fingerprinting corpus contains 4 retained traffic components.,Laboratory and carrier captures are network-site conditions within the paper's LTE fingerprinting corpus.,DBLP:conf/dsn/BaekSKWSDA23,Jaejong Baek; Pradeep Kumar Duraisamy Soundrapandian; Sukwha Kyung; Ruoyu Wang; Yan Shoshitaishvili; Adam Doupé; Gail-Joon Ahn. 2023. Targeted Privacy Attacks by Fingerprinting Mobile Apps in LTE Radio Layer. DSN.,10.1109/dsn58367.2023.00035,https://doi.org/10.1109/DSN58367.2023.00035,high,P17056,SCH0180,USE0107,EVD0566 | EVD0628 | EVD0797 | EVD0807 | EVD0966 | EVD0967 | EVD0968 | EVD0969 | EVD1983 | EVD1984
DS-P17148-EBPF-REPRODUCTION,eBPF intrusion reproduction corpus,paper_self_collected,2024 or earlier,Paper-local benign and intrusion traffic captured on separate documented training and testing dates.,Independent reproduction capture distinct from CIC-IDS2017.,he2024ebpfids,Zilong He et al. 2024. Real-Time Intrusion Detection and Prevention with Neural Network in Kernel Using eBPF.,10.1109/DSN58291.2024.00048,https://doi.org/10.1109/DSN58291.2024.00048,high,P17148,SCH0182,USE0109,EVD1759 | EVD1760 | EVD1762
DS-P17269-P17269-ENTERPRISE-GATEWAY-1DAY,MalTAG one-day enterprise gateway capture,self_collected,,150 GB of port-443 traffic captured for one day at an enterprise gateway.,Retained as a separately named or independently provenanced traffic corpus.,DBLP:conf/dsn/Li0M0025,Renjie Li; Zhou Zhou; Hao Miao; Fengyuan Shi; Qingyun Liu. 2025. MalTAG: Encrypted Malware Traffic Detection Framework via Graph Based Flow Interaction Mining. DSN.,10.1109/dsn64029.2025.00052,https://doi.org/10.1109/DSN64029.2025.00052,high,P17269,SCH0187,USE0113,EVD0619 | EVD0970 | EVD0971 | EVD0972 | EVD1764 | EVD1989
DS-P17290-ODOH,ODoH website-fingerprinting corpus,self_collected,,ODoH website-fingerprinting corpus contains 2 retained traffic components.,The primary and second-round captures are temporal waves of one ODoH corpus.,DBLP:conf/dsn/SalariKRTSE25,Mohammad Amir Salari; Abhinav Kumar; Federico Rinaudi; Reza Tourani; Alessio Sacco; Flavio Esposito. 2025. Privacy Analysis of Oblivious DNS over HTTPS: a Website Fingerprinting Study. DSN.,10.1109/dsn64029.2025.00048,https://doi.org/10.5281/zenodo.15115716,high,P17290,SCH0460,USE0286,EVD0460 | EVD0564 | EVD0809 | EVD0973 | EVD0974 | EVD0975 | EVD0976 | EVD2322 | EVD2323 | EVD2324 | EVD2325 | EVD2326 | EVD2327 | EVD2328 | EVD2329 | EVD2330 | EVD2331 | EVD2332 | EVD2333 | EVD2334 | EVD2335 | EVD2336 | EVD2337 | EVD2338 | EVD2339
DS-P17610-CHLO,Chlo video-platform corpus,self_collected,,Chlo video-platform corpus contains 2 retained traffic components.,Laboratory and separate validation-site traffic are collection-site components for the same platform-classification task.,DBLP:conf/imc/WangLS24,Yifan Wang; Minzhao Lyu; Vijay Sivaraman. 2024. Characterizing User Platforms for Video Streaming in Broadband Networks. IMC.,10.1145/3646547.3688435,https://doi.org/10.1145/3646547.3688435,high,P17610,SCH0461 | SCH0462 | SCH0463 | SCH0464,USE0287,EVD0484 | EVD0583 | EVD0977 | EVD0978 | EVD1196 | EVD2340 | EVD2341 | EVD2342 | EVD2343 | EVD2344 | EVD2345 | EVD2346 | EVD2347 | EVD2348 | EVD2349 | EVD2350 | EVD2351 | EVD2352 | EVD2353 | EVD2354 | EVD2355 | EVD2356 | EVD2357 | EVD2358 | EVD2359 | EVD2360 | EVD2361 | EVD2362 | EVD2363 | EVD2364 | EVD2365 | EVD2366 | EVD2367 | EVD2368 | EVD2369 | EVD2370 | EVD2371 | EVD2372 | EVD2373 | EVD2374 | EVD2375 | EVD2376 | EVD2377 | EVD2378 | EVD2379 | EVD2380 | EVD2381 | EVD2382 | EVD2383 | EVD2384 | EVD2385 | EVD2386 | EVD2387 | EVD2388 | EVD2389 | EVD2390 | EVD2391
DS-P17713-MULTIMEDIA-NETWORK-TRAFFIC-2025,Multimedia Network Traffic Dataset,self_collected,,"Controlled lab captures from GeForce NOW, Xbox Cloud Gaming, Amazon Luna, and PS5; 531 sessions, 67 hours, and about 800 GB.",Retained as a separately named or independently provenanced traffic corpus.,dataset_multimedia_network_traffic_2025,Minzhao Lyu. 2025. Multimedia Network Traffic Dataset.,,https://minzhaolyu.github.io/dataset/MultimediaNetworkTrafficDataset,high,P17713,SCH0194 | SCH0195,USE0118,EVD0706 | EVD0771 | EVD0979 | EVD0980 | EVD0981 | EVD1197 | EVD1999 | EVD2000 | EVD2001
DS-P17815-ENCRYPTED-DNS,Encrypted-DNS traffic-analysis corpus,self_collected,,Encrypted-DNS traffic-analysis corpus contains 11 retained traffic components.,"Locations, resolvers, clients, protocols, platforms, paired channels, and open-world background data are conditions or roles in one released study corpus.",DBLP:conf/ndss/SibyJDVT20,Sandra Deepthy Siby; Marc Juárez; Claudia Díaz; Narseo Vallina-Rodriguez; Carmela Troncoso. 2020. Encrypted DNS -> Privacy? A Traffic Analysis Perspective. NDSS.,,https://www.ndss-symposium.org/ndss-paper/encrypted-dns-privacy-a-traffic-analysis-perspective/,high,P17815,SCH0465 | SCH0466,USE0288,EVD0470 | EVD0475 | EVD0491 | EVD0541 | EVD0549 | EVD0550 | EVD0555 | EVD0559 | EVD0569 | EVD0615 | EVD0620 | EVD0648 | EVD0651 | EVD0675 | EVD0676 | EVD0680 | EVD0693 | EVD0724 | EVD0741 | EVD0758 | EVD0763 | EVD0775 | EVD0982 | EVD0983 | EVD0984 | EVD1190 | EVD1191 | EVD1198 | EVD2392 | EVD2393 | EVD2394 | EVD2395 | EVD2396 | EVD2397 | EVD2398 | EVD2399 | EVD2400 | EVD2401 | EVD2402 | EVD2403 | EVD2404 | EVD2405 | EVD2406 | EVD2407 | EVD2408 | EVD2409
DS-P17818-FLOWPRINT-BROWSER-SELF-COLLECTED,FlowPrint browser corpus,self_collected,,Browser traffic collected by the FlowPrint authors for browser/application differentiation.,Retained as a separately named or independently provenanced traffic corpus.,DBLP:conf/ndss/EdeBCRDLCSP20,Thijs van Ede; Riccardo Bortolameotti; Andrea Continella; Jingjing Ren; Daniel J. Dubois; Martina Lindorfer; David R. Choffnes; Maarten van Steen; Andreas Peter. 2020. FlowPrint: Semi-Supervised Mobile-App Fingerprinting on Encrypted Network Traffic. NDSS.,,https://github.com/Thijsvanede/FlowPrint,high,P16071 | P17818,SCH0115 | SCH0202,USE0065 | USE0122,EVD0614 | EVD0985 | EVD0986 | EVD1718 | EVD1720 | EVD1721 | EVD2010
DS-P17818-FLOWPRINT-CROSS-PLATFORM-RECAPTURE-2020,FlowPrint 26-month Cross Platform recapture,fresh_recapture,,Fresh traffic captured from current versions of 31 applications approximately 26 months after the original Cross Platform capture.,Retained as a separately named or independently provenanced traffic corpus.,DBLP:conf/ndss/EdeBCRDLCSP20,Thijs van Ede; Riccardo Bortolameotti; Andrea Continella; Jingjing Ren; Daniel J. Dubois; Martina Lindorfer; David R. Choffnes; Maarten van Steen; Andreas Peter. 2020. FlowPrint: Semi-Supervised Mobile-App Fingerprinting on Encrypted Network Traffic. NDSS.,,https://github.com/Thijsvanede/FlowPrint,medium,P17818,SCH0198,USE0121,EVD0710 | EVD0987 | EVD2015 | EVD2016
DS-P17951-OPENSKY-2020,OpenSky ADS-B Europe February 2020 corpus,paper_self_collected,2020,"OpenSky ADS-B reports over Europe from 15 and 17 February 2020, with attack examples separately simulated from each dated capture.",One named OpenSky source corpus. The two dates and simulated attack components remain components.,ds_p17951_opensky_2020,Martinovic et al. Trust the Crowd. NDSS 2021.,,https://www.ndss-symposium.org/ndss-paper/trust-the-crowd-wireless-witnessing-to-detect-attacks-on-ads-b-based-air-traffic-surveillance/,high,P17951,SCH0210 | SCH0211 | SCH0212 | SCH0213,USE0128,EVD1771 | EVD1774 | EVD1775 | EVD1776
DS-P18011-HUMAN100,Human100,paper_self_collected,not reported,Encrypted 802.11 traffic from five volunteers manually operating 100 apps.,Separately named human-operated corpus with distinct collection provenance.,ds_p18011_human100,Luo et al. Packet-Level Open-World App Fingerprinting on Wireless Traffic. NDSS 2022.,,https://www.ndss-symposium.org/ndss-paper/auto-draft-218/,high,P18011,SCH0214,USE0131,EVD1780 | EVD1781 | EVD1782
DS-P18011-IUA,IUA,paper_self_collected,not reported,"Encrypted 802.11 traffic for reported in-app actions in 13 apps, with five volunteers producing five instances for every action.",Separately named in-app user-action corpus.,ds_p18011_iua,Luo et al. Packet-Level Open-World App Fingerprinting on Wireless Traffic. NDSS 2022.,,https://www.ndss-symposium.org/ndss-paper/auto-draft-218/,high,P18011,SCH0215 | SCH0216,USE0130,EVD1783 | EVD1785
DS-P18011-MONKEY500,Monkey500,paper_self_collected,not reported,"Encrypted 802.11 traffic from 500 apps run on Pixel 2 phones, with 50 ordinary and 10 congested instances per app.",Separately named automated app-traffic corpus.,ds_p18011_monkey500,Luo et al. Packet-Level Open-World App Fingerprinting on Wireless Traffic. NDSS 2022.,,https://www.ndss-symposium.org/ndss-paper/auto-draft-218/,high,P18011,SCH0217,USE0129,EVD1781 | EVD1784 | EVD1789
DS-P18222-ENTERPRISE-2017-2021,RAPIER enterprise encrypted-traffic corpus,paper_self_collected,2017-2021,More than 2.9 million benign and 790 thousand malicious encrypted flows collected by a security enterprise from November 2017 through February 2021.,One continuous timestamped enterprise corpus with threat-intelligence and expert labels.,ds_p18222_enterprise_2017_2021,Liu et al. Low-Quality Training Data Only? NDSS 2024.,,https://www.ndss-symposium.org/ndss-paper/low-quality-training-data-only-a-robust-framework-for-detecting-encrypted-malicious-network-traffic/,high,P18222,SCH0218,USE0132,EVD1791
DS-P18348-IOT-ID,IoT-ID multi-site longitudinal corpus,self_collected,2022 | 2023 | 2024,IoT-ID multi-site longitudinal corpus contains 12 retained traffic components.,"UK/USA sites, collection months, activity modes, and sampling-rate experiments are components of the coordinated IoT-ID corpus.",DBLP:conf/ndss/MaaliAM25,Eman Maali; Omar Alrawi; Julie A. McCann. 2025. Evaluating Machine Learning-Based IoT Device Identification Models for Security Applications. NDSS.,,https://www.ndss-symposium.org/ndss-paper/evaluating-machine-learning-based-iot-device-identification-models-for-security-applications/,high,P18348,SCH0219,USE0133,EVD0458 | EVD0505 | EVD0558 | EVD0568 | EVD0588 | EVD0656 | EVD0751 | EVD0754 | EVD0761 | EVD0802 | EVD0804 | EVD0806 | EVD0988 | EVD0989 | EVD0990 | EVD2017 | EVD2018 | EVD2019 | EVD2020 | EVD2021 | EVD2022 | EVD2023 | EVD2024 | EVD2025 | EVD2026 | EVD2027 | EVD2028 | EVD2029 | EVD2030 | EVD2031
DS-P18385-IOT-LIGHT,IoT-Light cryptomining corpus,external_reused,not reported,Previously published cryptomining and normal packet traffic from cryptojacking malware and benign activity.,Independently named prior corpus with distinct provenance.,ds_p18385_iot_light,IoT-Light cryptomining traffic dataset cited by MineShark.,,,high,P18385,SCH0221,USE0135,EVD1793 | EVD1794
DS-P18385-MINESHARK-2023,MineShark coordinated cryptomining corpus,paper_self_collected,2023,"Coordinated release of obfuscated mining, perturbed mining, sampled campus-gateway normal traffic, and deployment-labeled traffic.","One coordinated release. Obfuscation, perturbation, gateway, and update partitions remain components.",ds_p18385_mineshark_2023,Chen et al. MineShark. NDSS 2025.,,https://www.ndss-symposium.org/ndss-paper/mineshark-cryptomining-traffic-detection-at-scale/,high,P18385,SCH0222,USE0136,EVD1793 | EVD1795 | EVD1798 | EVD1800
DS-P38868-CATO-CAMPUS-APP-TRAFFIC,CATO campus web-application traffic capture,self_collected,,Live campus web-application traffic captured and labeled for CATO; approximately two million connection samples across packet-depth configurations.,Retained as a separately named or independently provenanced traffic corpus.,DBLP:conf/nsdi/WanLBFD25,Gerry Wan; Shinan Liu; Francesco Bronzino; Nick Feamster; Zakir Durumeric. 2025. CATO: End-to-End Optimization of ML-Based Traffic Analysis Pipelines. NSDI.,,https://www.usenix.org/conference/nsdi25/presentation/wan-gerry,medium,P38868,SCH0470,USE0292,EVD0481 | EVD0684 | EVD0991 | EVD0992 | EVD0993 | EVD2431 | EVD2432 | EVD2433 | EVD2434 | EVD2435 | EVD2436
DS-P39009-CJ-SNIFFER-CONTRAST-CAMPUS-LAB,CJ-Sniffer campus/lab contrast traffic corpus,self_collected,,"316 GB / about 2,000 hours of background traffic collected from a 1-Gbps lab and 10-Gbps campus network, about 35,100 connections.",Retained as a separately named or independently provenanced traffic corpus.,DBLP:conf/raid/FengLS22,Yebo Feng; Jun Li; Devkishen Sisodia. 2022. CJ-Sniffer: Measurement and Content-Agnostic Detection of Cryptojacking Traffic. RAID.,10.1145/3545948.3545973,https://doi.org/10.1145/3545948.3545973,high,P39009,SCH0242,USE0156,EVD0755 | EVD0994 | EVD0995 | EVD2047 | EVD2048 | EVD2049
DS-P39009-CJ-SNIFFER-CRYPTOMINING-2022,CJ-Sniffer packet-level cryptomining corpus,self_collected,,"Approximately 750 hours of XMR/ETH user-initiated and cryptojacking traffic collected across CPUs, GPUs, servers, PCs, home, lab, and campus environments.",Retained as a separately named or independently provenanced traffic corpus.,dataset_cj_sniffer_cryptomining_2022,Yebo Feng. 2022. Packet-Level Cryptomining Network Traffic Dataset. https://github.com/yebof/CJ-Sniffer-Dataset.,,https://github.com/yebof/CJ-Sniffer-Dataset,high,P18385 | P39009,SCH0220 | SCH0243,USE0134 | USE0155,EVD0762 | EVD0780 | EVD0996 | EVD0997 | EVD0998 | EVD1793 | EVD1816 | EVD2047 | EVD2049
DS-P39015-ENCMAL2021,EncMal2021,self_collected,2021,EncMal2021 contains 2 retained traffic components.,Campus and sandbox captures are source components of the paper's reported EncMal2021 corpus.,DBLP:conf/raid/FuLQZZYLD22,Zhuoqun Fu; Mingxuan Liu; Yue Qin; Jia Zhang; Yuan Zou; Qilei Yin; Qi Li; Hai-Xin Duan. 2022. Encrypted Malware Traffic Detection via Graph-based Network Analysis. RAID.,10.1145/3545948.3545983,https://doi.org/10.1145/3545948.3545983,high,P39015,SCH0471 | SCH0474,USE0294,EVD0572 | EVD0765 | EVD0999 | EVD1000 | EVD1001 | EVD1002 | EVD2437 | EVD2438 | EVD2439 | EVD2440 | EVD2441 | EVD2442 | EVD2449 | EVD2450 | EVD2451 | EVD2452 | EVD2453 | EVD2454
DS-P39111-METASPLOIT-2024,P39111 Metasploit TLS C2 corpus,paper_self_collected,not reported,In-house Metasploit and Meterpreter C2 traffic generated under TLS 1.2 and TLS 1.3 with short and long certificate chains.,One independently generated in-house C2 corpus.,barradas2024extending,Diogo Barradas et al. Extending C2 Traffic Detection Methodologies: From TLS 1.2 to TLS 1.3-enabled Malware. RAID 2024.,10.1145/3678890.3678921,https://doi.org/10.1145/3678890.3678921,high,P39111,SCH0478,USE0296,EVD2461 | EVD2462 | EVD2463 | EVD2464 | EVD2465 | EVD2466 | EVD2467 | EVD2468 | EVD2469 | EVD2470 | EVD2471 | EVD2472
DS-P39111-TRANCO-2024,P39111 Tranco TLS web-browsing corpus,paper_self_collected,2024,"Automated visits to 56,500 Tranco domains, once with TLS 1.2 and once with TLS 1.3.",One independently collected in-house web-browsing corpus.,barradas2024extending,Diogo Barradas et al. Extending C2 Traffic Detection Methodologies: From TLS 1.2 to TLS 1.3-enabled Malware. RAID 2024.,10.1145/3678890.3678921,https://doi.org/10.1145/3678890.3678921,high,P39111,SCH0475,USE0298,EVD2461 | EVD2462 | EVD2463 | EVD2464 | EVD2465 | EVD2466 | EVD2467 | EVD2468 | EVD2469 | EVD2470 | EVD2471 | EVD2472
DS-P39132-PROTOCOL-WF,Protocol-centric website-fingerprinting corpus,self_collected,,Protocol-centric website-fingerprinting corpus contains 4 retained traffic components.,The URL-list/source-site groups are workload components in one protocol-centric collection.,DBLP:conf/raid/CebereR24,Bogdan Cebere; Christian Rossow. 2024. Understanding Web Fingerprinting with a Protocol-Centric Approach. RAID.,10.1145/3678890.3678910,https://github.com/bcebere/Understanding-and-Explaining-Web-Fingerprinting-with-a-Protocol-Centric-Approach,high,P39132,SCH0479 | SCH0480 | SCH0481 | SCH0482,USE0299,EVD0618 | EVD0705 | EVD0757 | EVD0785 | EVD1003 | EVD1004 | EVD1005 | EVD1006 | EVD1056 | EVD1057 | EVD2473 | EVD2474 | EVD2475 | EVD2476 | EVD2477 | EVD2478 | EVD2479 | EVD2480 | EVD2481 | EVD2482 | EVD2483 | EVD2484 | EVD2485 | EVD2486 | EVD2487 | EVD2488 | EVD2489 | EVD2490 | EVD2491 | EVD2492 | EVD2493 | EVD2494 | EVD2495 | EVD2496 | EVD2497 | EVD2498 | EVD2499 | EVD2500 | EVD2501 | EVD2502 | EVD2503 | EVD2504 | EVD2505 | EVD2506 | EVD2507 | EVD2508 | EVD2509 | EVD2510 | EVD2511 | EVD2512 | EVD2513 | EVD2514 | EVD2515 | EVD2516 | EVD2517 | EVD2518 | EVD2519 | EVD2520
DS-P39403-IXP-BLACKHOLE-2019-2021,IXP Scrubber five-IXP blackholing corpus,paper_self_collected,2019-2021,Balanced benign and blackholing flow aggregates from five IXPs operated by one entity.,"One coordinated release under common operator, instrumentation, and blackholing service. IXPs and dates remain conditions.",ds_p39403_ixp_blackhole_2019_2021,Prepens et al. IXP Scrubber. SIGCOMM 2022.,10.1145/3544216.3544268,https://doi.org/10.1145/3544216.3544268,high,P39403,SCH0250,USE0162,EVD1825 | EVD1826 | EVD1829
DS-P39403-SELF-ATTACK-2021,IXP Scrubber self-attack set,paper_self_collected,2021,Controlled DDoS self-attack traffic captured for nine days at IXP-CE1.,Independently collected controlled source with different provenance from the blackholing corpus.,ds_p39403_self_attack_2021,Prepens et al. IXP Scrubber. SIGCOMM 2022.,10.1145/3544216.3544268,https://doi.org/10.1145/3544216.3544268,high,P39403,SCH0251,,EVD1830
DS-P39497-GGFAST-TRACE-A,GGFAST trace A,self_collected,2022,"National laboratory/research-facility edge, 24 hours in March 2022.",Retained as a separately named or independently provenanced traffic corpus.,DBLP:conf/sigcomm/PietNP23,Julien Piet; Dubem Nwoji; Vern Paxson. 2023. GGFAST: Automating Generation of Flexible Network Traffic Classifiers. SIGCOMM.,10.1145/3603269.3604840,https://doi.org/10.1145/3603269.3604840,high,P39497,SCH0254,USE0163,EVD0717 | EVD1007 | EVD2067
DS-P39497-GGFAST-TRACE-B,GGFAST trace B,self_collected,2020,"Enterprise/same network as A, 60-minute UDP capture in November 2020.",Retained as a separately named or independently provenanced traffic corpus.,DBLP:conf/sigcomm/PietNP23,Julien Piet; Dubem Nwoji; Vern Paxson. 2023. GGFAST: Automating Generation of Flexible Network Traffic Classifiers. SIGCOMM.,10.1145/3603269.3604840,https://doi.org/10.1145/3603269.3604840,high,P39497,SCH0256,USE0167,EVD0498 | EVD1008 | EVD2068
DS-P39497-GGFAST-TRACE-C,GGFAST trace C,self_collected,2020,University edge capture over two months in August-September 2020.,Retained as a separately named or independently provenanced traffic corpus.,DBLP:conf/sigcomm/PietNP23,Julien Piet; Dubem Nwoji; Vern Paxson. 2023. GGFAST: Automating Generation of Flexible Network Traffic Classifiers. SIGCOMM.,10.1145/3603269.3604840,https://doi.org/10.1145/3603269.3604840,high,P39497,SCH0483,USE0300,EVD0575 | EVD1009 | EVD2521 | EVD2522 | EVD2523 | EVD2524 | EVD2525 | EVD2526
DS-P39497-GGFAST-TRACE-D,GGFAST trace D,self_collected,2019,"University RDP capture, 20 hours in August 2019, covering three authentication modes.",Retained as a separately named or independently provenanced traffic corpus.,DBLP:conf/sigcomm/PietNP23,Julien Piet; Dubem Nwoji; Vern Paxson. 2023. GGFAST: Automating Generation of Flexible Network Traffic Classifiers. SIGCOMM.,10.1145/3603269.3604840,https://doi.org/10.1145/3603269.3604840,high,P39497,SCH0257,USE0168,EVD0538 | EVD1010 | EVD2069
DS-P39497-GGFAST-TRACE-E,GGFAST trace E,self_collected,2021,"University SSH capture, five hours in August 2021, covering three authentication modes.",Retained as a separately named or independently provenanced traffic corpus.,DBLP:conf/sigcomm/PietNP23,Julien Piet; Dubem Nwoji; Vern Paxson. 2023. GGFAST: Automating Generation of Flexible Network Traffic Classifiers. SIGCOMM.,10.1145/3603269.3604840,https://doi.org/10.1145/3603269.3604840,high,P39497,SCH0253,USE0165,EVD0516 | EVD1011 | EVD2070
DS-P39497-GGFAST-TRACE-G,GGFAST trace G,self_collected,2020,"Enterprise layer-7 capture, 90 minutes in August 2020, containing 17 classes.",Retained as a separately named or independently provenanced traffic corpus.,DBLP:conf/sigcomm/PietNP23,Julien Piet; Dubem Nwoji; Vern Paxson. 2023. GGFAST: Automating Generation of Flexible Network Traffic Classifiers. SIGCOMM.,10.1145/3603269.3604840,https://doi.org/10.1145/3603269.3604840,medium,P39497,SCH0255,USE0164,EVD0699 | EVD1012 | EVD2071 | EVD2072
DS-P40493-HP-OWF,High-Precision open-world website-fingerprinting corpus,self_collected,2019,High-Precision open-world website-fingerprinting corpus contains 4 retained traffic components.,"Client, monitored-page, main, and Wikipedia scenarios are components of one paper corpus.",DBLP:conf/sp/Wang20,Tao Wang. 2020. High Precision Open-World Website Fingerprinting. IEEE S&P.,10.1109/sp40000.2020.00015,https://github.com/OpenWF/openwf.git,high,P40493,SCH0265 | SCH0266 | SCH0267,USE0174,EVD0523 | EVD0532 | EVD0624 | EVD0747 | EVD1013 | EVD1014 | EVD1015 | EVD1016 | EVD1193 | EVD2087 | EVD2088 | EVD2089 | EVD2090
DS-P40572-RADWARE-BOT-2018-2019,Radware three-site bot traffic corpus,paper_self_collected,2018-2019,"Timestamped request sequences from three services in August 2018 and two services in January and September 2019, with verified bot and benign labels.",One coordinated provider release. Sites and months remain conditions.,ds_p40572_radware_bot_2018_2019,Hu et al. Throwing Darts in the Dark? IEEE S&P 2020.,10.1109/SP40000.2020.00079,https://doi.org/10.1109/SP40000.2020.00079,high,P40572,SCH0268,USE0175,EVD1833 | EVD1835 | EVD1838
DS-P41709-TUNTIGHT-DEPLOYMENT,TunTight production DNS deployment stream,self_collected,,Per-query DNS traffic feature vectors observed during a two-month production deployment.,The paper-reported two-month production observation is treated as one parent deployment stream. Training data are not assumed to be part of it.,wang2025tuntight,"Jun Wang, Daiping Liu, and Ruian Duan. 2025. Resolution Without Dissent: In-Path Per-Query Sanitization to Defeat Surreptitious Communication Over DNS. IEEE Symposium on Security and Privacy.",10.1109/SP61157.2025.00004,https://doi.org/10.1109/SP61157.2025.00004,medium,P41709,SCH0276,USE0183,EVD1852 | EVD1853 | EVD1854
DS-P42020-OWL-PUBLIC-WIFI-2019,OWL multinational public-WiFi device corpus,self_collected,2019,"Passive broadcast/multicast WiFi traffic collected January-July 2019 from 176 networks in seven countries, covering 31,850 devices.",Retained as a separately named or independently provenanced traffic corpus.,DBLP:conf/uss/YuLMZL20,Lingjing Yu; Bo Luo; Jun Ma; Zhaoyu Zhou; Qingyun Liu. 2020. You Are What You Broadcast: Identification of Mobile and IoT Devices from (Public) WiFi. USENIX Security.,,https://www.usenix.org/conference/usenixsecurity20/presentation/yu,high,P42020,SCH0282 | SCH0283,USE0187,EVD0490 | EVD1017 | EVD1018 | EVD1019 | EVD1058 | EVD1059 | EVD1060 | EVD1061 | EVD2102 | EVD2103
DS-P42427-FOAP-AUTO,FOAP automated 1000-app corpus,paper_self_collected,2021,"Google Pixel 2 Selenium runs capture 50 instances for each of 1000 Android apps, totaling 50,000 instances and about 2.7 million flows.",Paper-defined automated app corpus.,p42427,FOAP: Fine-Grained Open-World Android App Fingerprinting.,,https://www.usenix.org/conference/usenixsecurity22/presentation/li-jianfeng,high,P17323 | P42427,SCH0191 | SCH0284 | SCH0285,USE0115 | USE0190,EVD0767 | EVD1152 | EVD1656 | EVD1657 | EVD1660 | EVD1661 | EVD1855 | EVD1994
DS-P42427-FOAP-HUMAN,FOAP five-volunteer 100-app corpus,paper_self_collected,2021,"Five volunteers each operate the same 100 Android apps, producing 500 human-generated app instances.",Paper-defined human-use generalization corpus.,p42427,FOAP: Fine-Grained Open-World Android App Fingerprinting.,,https://www.usenix.org/conference/usenixsecurity22/presentation/li-jianfeng,high,P42427,SCH0286 | SCH0287,USE0191,EVD1658 | EVD1659 | EVD1660 | EVD1661 | EVD1856
DS-P42427-MOBILE-WEB,FOAP Alexa mobile-web background corpus,paper_self_collected,2021,"Mobile browsing traffic for Alexa top 10,000 sites supplies non-app background flows.",Independent negative-only web-traffic source.,p42427,FOAP: Fine-Grained Open-World Android App Fingerprinting.,,https://www.usenix.org/conference/usenixsecurity22/presentation/li-jianfeng,high,P42427,SCH0290,USE0192,EVD1656 | EVD1857
DS-P42427-PC-BACKGROUND,FOAP six-PC background corpus,paper_self_collected,2021,One day of ordinary network traffic from six personal computers supplies non-app background flows.,Independent negative-only PC traffic source.,p42427,FOAP: Fine-Grained Open-World Android App Fingerprinting.,,https://www.usenix.org/conference/usenixsecurity22/presentation/li-jianfeng,high,P42427,SCH0288,USE0189,EVD1656 | EVD1858
