rq1_scheme_decision_id,scheme_id,paper_id,dataset_id,dimension,outcome,condition_pair,complete_class_count,common_pair_class_count,complete_scheme_verified,stable_semantics_verified,condition_membership_recoverable,fresh_parent_traffic_both_values,evidence_ids,decision_basis,confidence
R1S0604,SCH0224,P26148,DS-CIC-IDS-2017,client,not_documented,,2,,yes,unknown,unknown,unknown,EVD1802 | EVD1813 | EVD1812,The paper does not document a complete class-to-condition mapping for this dimension.,high
R1S0605,SCH0224,P26148,DS-CIC-IDS-2017,network,documented_no_support,single documented testbed or source network,2,,yes,yes,yes,no,EVD1802,The source lacks the complete evaluated scheme under two fresh values of this condition.,high
R1S0606,SCH0224,P26148,DS-CIC-IDS-2017,temporal,not_documented,,2,,yes,unknown,unknown,unknown,EVD1802 | EVD1813,The paper does not document a complete class-to-condition mapping for this dimension.,high
R1S0607,SCH0225,P26148,DS-CSE-CIC-IDS-2018,client,not_documented,,2,,yes,unknown,unknown,unknown,EVD1802 | EVD1813 | EVD1812,The paper does not document a complete class-to-condition mapping for this dimension.,high
R1S0608,SCH0225,P26148,DS-CSE-CIC-IDS-2018,network,documented_no_support,single documented testbed or source network,2,,yes,yes,yes,no,EVD1802,The source lacks the complete evaluated scheme under two fresh values of this condition.,high
R1S0609,SCH0225,P26148,DS-CSE-CIC-IDS-2018,temporal,supported,first CSE-CIC-IDS2018 collection day T1 | remaining collection days T2,2,2,yes,yes,yes,yes,EVD1802 | EVD1813,Table I gives both normal and malicious encrypted-flow counts in T1 and T2. The dated files preserve membership and the evaluated binary semantics are stable.,high
R1S0610,SCH0226,P26148,DS-CTU-13,client,not_documented,,2,,yes,unknown,unknown,unknown,EVD1802 | EVD1813 | EVD1812,The paper does not document a complete class-to-condition mapping for this dimension.,high
R1S0611,SCH0226,P26148,DS-CTU-13,network,documented_no_support,single documented testbed or source network,2,,yes,yes,yes,no,EVD1802,The source lacks the complete evaluated scheme under two fresh values of this condition.,high
R1S0612,SCH0226,P26148,DS-CTU-13,temporal,not_documented,,2,,yes,unknown,unknown,unknown,EVD1802 | EVD1813,The paper does not document a complete class-to-condition mapping for this dimension.,high
R1S0613,SCH0227,P26148,DS-KDDCUP-99,client,not_documented,,2,,yes,unknown,unknown,unknown,EVD1802 | EVD1813 | EVD1812,The paper does not document a complete class-to-condition mapping for this dimension.,high
R1S0614,SCH0227,P26148,DS-KDDCUP-99,network,documented_no_support,single documented testbed or source network,2,,yes,yes,yes,no,EVD1802,The source lacks the complete evaluated scheme under two fresh values of this condition.,high
R1S0615,SCH0227,P26148,DS-KDDCUP-99,temporal,supported,seven-week DARPA training capture versus two-week test capture,2,2,yes,yes,yes,yes,EVD1802 | EVD1813,"Every label in the complete scheme occurs under both documented values using fresh, condition-addressable parent traffic.",high
R1S0616,SCH0228,P26148,DS-KDDCUP-99,client,not_documented,,2,,yes,unknown,unknown,unknown,EVD1802 | EVD1813 | EVD1812,The paper does not document a complete class-to-condition mapping for this dimension.,high
R1S0617,SCH0228,P26148,DS-KDDCUP-99,network,documented_no_support,single documented testbed or source network,2,,yes,yes,yes,no,EVD1802,The source lacks the complete evaluated scheme under two fresh values of this condition.,high
R1S0618,SCH0228,P26148,DS-KDDCUP-99,temporal,not_documented,,2,,yes,unknown,unknown,unknown,EVD1802 | EVD1813,The paper does not document a complete class-to-condition mapping for this dimension.,high
R1S0619,SCH0229,P26148,DS-UNSW-NB15,client,not_documented,,2,,yes,unknown,unknown,unknown,EVD1802 | EVD1813 | EVD1812,The paper does not document a complete class-to-condition mapping for this dimension.,high
R1S0620,SCH0229,P26148,DS-UNSW-NB15,network,documented_no_support,single documented testbed or source network,2,,yes,yes,yes,no,EVD1802,The source lacks the complete evaluated scheme under two fresh values of this condition.,high
R1S0621,SCH0229,P26148,DS-UNSW-NB15,temporal,not_documented,,2,,yes,unknown,unknown,unknown,EVD1802 | EVD1813,The paper does not document a complete class-to-condition mapping for this dimension.,high
R1S0622,SCH0230,P35345,DS-CROSS-PLATFORM-2017,client,not_documented,,30,,yes,unknown,unknown,unknown,EVD0837,"Android/iOS diversity exists globally, but no common application-class mapping across the OS conditions is documented; the 31-app follow-up stack is also unreported.",high
R1S0623,SCH0230,P35345,DS-CROSS-PLATFORM-2017,network,not_documented,,30,,yes,unknown,unknown,unknown,EVD2033,Class-to-condition mapping was not reported clearly enough to establish coverage.,low
R1S0624,SCH0230,P35345,DS-CROSS-PLATFORM-2017,temporal,not_documented,,30,,yes,unknown,unknown,unknown,EVD2033,The original Cross-Platform corpus does not document a within-dataset class-overlapping temporal condition map; the later recapture is evaluated only as a cross-dataset protocol.,high
R1S0625,SCH0231,P35345,DS-MALWARE-TRAFFIC-ANALYSIS-NET,client,not_documented,,10,,yes,unknown,unknown,unknown,EVD2035,Class-to-condition mapping was not reported clearly enough to establish coverage.,low
R1S0626,SCH0231,P35345,DS-MALWARE-TRAFFIC-ANALYSIS-NET,network,not_documented,,10,,yes,unknown,unknown,unknown,EVD2035,Class-to-condition mapping was not reported clearly enough to establish coverage.,low
R1S0627,SCH0231,P35345,DS-MALWARE-TRAFFIC-ANALYSIS-NET,temporal,documented_no_support,<=2018-08-01 versus >=2019-02-01 (six-month-separated windows),10,18,yes,unknown,unknown,unknown,EVD1177 | EVD0832,"Temporal evaluation is feasible only for a subset: 38/80 families have any pair at least six months apart, while one common conservative early/late split covers 18/80. Client and network factors are not controlled.",high
R1S0628,SCH0232,P35345,DS-USTC-TFC-2016,client,not_documented,,20,,yes,unknown,unknown,unknown,EVD1129,"Client hardware, OS, application/malware versions, and within-class mappings are absent from the release manifest.",medium
R1S0629,SCH0232,P35345,DS-USTC-TFC-2016,network,not_documented,,20,,yes,unknown,unknown,unknown,EVD1129,"Capture provenance differs across parts of the corpus, but class-addressable site/access/provider conditions within every class are not documented.",medium
R1S0630,SCH0232,P35345,DS-USTC-TFC-2016,temporal,not_documented,,20,,yes,unknown,unknown,unknown,EVD1129,Class-named capture files lack a versioned timestamp/campaign manifest; file separation does not prove a single or multiple temporal condition within a class.,medium
R1S0631,SCH0233,P35345,DS-ISCX-VPN-2016,client,not_documented,,7,,yes,unknown,unknown,unknown,EVD2032,Class-to-condition mapping was not reported clearly enough to establish coverage.,low
R1S0632,SCH0233,P35345,DS-ISCX-VPN-2016,network,not_documented,,7,,yes,unknown,unknown,unknown,EVD2032,Class-to-condition mapping was not reported clearly enough to establish coverage.,low
R1S0633,SCH0233,P35345,DS-ISCX-VPN-2016,temporal,not_documented,,7,,yes,unknown,unknown,unknown,EVD2032,Class-to-condition mapping was not reported clearly enough to establish coverage.,low
R1S0634,SCH0234,P38630,DS-SIVANATHAN-IOT-2018,client,not_documented,,10,,yes,unknown,unknown,unknown,EVD2037 | EVD2038,"Multiple devices may map to a category, but the paper does not provide the device-to-category/condition map needed to establish within-class client variation.",low
R1S0635,SCH0234,P38630,DS-SIVANATHAN-IOT-2018,network,not_documented,,10,,yes,unknown,unknown,unknown,EVD2037 | EVD2038,The evaluated paper does not report a class-to-condition map for this paper-specific label view.,low
R1S0636,SCH0234,P38630,DS-SIVANATHAN-IOT-2018,temporal,not_documented,,10,,yes,unknown,unknown,unknown,EVD2037 | EVD2038,The evaluated paper does not report a class-to-condition map for this paper-specific label view.,low
R1S0637,SCH0235,P38761,DS-CIC-IOT-2022,client,not_documented,,3,,yes,unknown,unknown,unknown,EVD2040,Class-to-condition mapping was not reported clearly enough to establish coverage.,low
R1S0638,SCH0235,P38761,DS-CIC-IOT-2022,network,not_documented,,3,,yes,unknown,unknown,unknown,EVD2040,Class-to-condition mapping was not reported clearly enough to establish coverage.,low
R1S0639,SCH0235,P38761,DS-CIC-IOT-2022,temporal,not_documented,,3,,yes,unknown,unknown,unknown,EVD2040,Class-to-condition mapping was not reported clearly enough to establish coverage.,low
R1S0640,SCH0236,P38761,DS-BOT-IOT,client,not_documented,,4,,yes,unknown,unknown,unknown,EVD2039,Class-to-condition mapping was not reported clearly enough to establish coverage.,low
R1S0641,SCH0236,P38761,DS-BOT-IOT,network,documented_no_support,,4,0,yes,unknown,unknown,unknown,EVD1144,The four-class view contains one testbed environment; attack-category files are not independent network settings.,high
R1S0642,SCH0236,P38761,DS-BOT-IOT,temporal,not_documented,,4,,yes,unknown,unknown,unknown,EVD2039,Class-to-condition mapping was not reported clearly enough to establish coverage.,low
R1S0643,SCH0237,P38761,DS-ISCX-VPN-2016,client,not_documented,,7,,yes,unknown,unknown,unknown,EVD2041,Class-to-condition mapping was not reported clearly enough to establish coverage.,low
R1S0644,SCH0237,P38761,DS-ISCX-VPN-2016,network,documented_no_support,,7,0,yes,yes,yes,unknown,EVD0845,The documented contrast changes only a VPN overlay and does not establish two qualifying physical network values.,high
R1S0645,SCH0237,P38761,DS-ISCX-VPN-2016,temporal,not_documented,,7,,yes,unknown,unknown,unknown,EVD2041,Class-to-condition mapping was not reported clearly enough to establish coverage.,low
R1S0646,SCH0238,P38761,DS-PEERRUSH,client,documented_no_support,,3,,yes,unknown,unknown,unknown,EVD1099,The three client applications define the target classes; orthogonal hardware/OS/version variation is not reported.,high
R1S0647,SCH0238,P38761,DS-PEERRUSH,network,not_documented,,3,,yes,unknown,unknown,unknown,EVD2042,"Capture site, access network, provider, and class-to-network mappings are not reported.",low
R1S0648,SCH0238,P38761,DS-PEERRUSH,temporal,not_documented,,3,,yes,unknown,unknown,unknown,EVD2042,Collection dates/campaigns and per-application temporal mapping are not reported in the audited sources.,low
R1S0649,SCH0239,P38798,DS-UNSW-NB15,client,not_documented,,7,,yes,unknown,unknown,unknown,EVD1122,"The generation platform is known, but class coverage across distinct client configurations is not documented.",medium
R1S0650,SCH0239,P38798,DS-UNSW-NB15,network,documented_no_support,,7,0,yes,unknown,unknown,unknown,EVD1126,The documented version contains only the named single condition for this label view.,high
R1S0651,SCH0239,P38798,DS-UNSW-NB15,temporal,not_documented,,7,,yes,unknown,unknown,unknown,EVD1128,"The capture spans two days, but a common class-by-day matrix is not documented.",medium
R1S0652,SCH0240,P38798,DS-CIC-IDS-2017,client,not_documented,,7,,yes,unknown,unknown,unknown,EVD2043,Class-to-condition mapping was not reported clearly enough to establish coverage.,low
R1S0653,SCH0240,P38798,DS-CIC-IDS-2017,network,documented_no_support,,7,0,yes,unknown,unknown,unknown,EVD0878,"Multiple subnets and hosts form one testbed, not repeated operational network environments.",high
R1S0654,SCH0240,P38798,DS-CIC-IDS-2017,temporal,not_documented,two capture days (benign confirmed in both),7,1,yes,unknown,unknown,unknown,EVD0846,At least benign traffic spans days and at least one attack class is day-confounded; the exact seven-class merge leaves five class mappings unresolved.,medium
R1S0655,SCH0241,P38868,DS-SIVANATHAN-IOT-2018,client,documented_no_support,,28,,yes,unknown,unknown,unknown,EVD1107,Device type defines the target class; OS/firmware changes within device types are not reported.,high
R1S0656,SCH0241,P38868,DS-SIVANATHAN-IOT-2018,network,documented_no_support,,28,0,yes,unknown,unknown,unknown,EVD1108,The documented version contains only the named single condition for this label view.,high
R1S0657,SCH0241,P38868,DS-SIVANATHAN-IOT-2018,temporal,not_documented,,28,,yes,unknown,unknown,unknown,EVD1109,"The subset is timestamped over eight days, but reporting does not establish common early/late coverage for every device class.",medium
R1S0658,SCH0244,P39064,DS-USTC-TFC-2016,client,not_documented,,20,,yes,unknown,unknown,unknown,EVD1129,"Client hardware, OS, application/malware versions, and within-class mappings are absent from the release manifest.",medium
R1S0659,SCH0244,P39064,DS-USTC-TFC-2016,network,not_documented,,20,,yes,unknown,unknown,unknown,EVD1129,"Capture provenance differs across parts of the corpus, but class-addressable site/access/provider conditions within every class are not documented.",medium
R1S0660,SCH0244,P39064,DS-USTC-TFC-2016,temporal,not_documented,,20,,yes,unknown,unknown,unknown,EVD1129,Class-named capture files lack a versioned timestamp/campaign manifest; file separation does not prove a single or multiple temporal condition within a class.,medium
R1S0661,SCH0245,P39064,DS-ISCX-VPN-2016,client,not_documented,,12,,yes,unknown,unknown,unknown,EVD2055,Class-to-condition mapping was not reported clearly enough to establish coverage.,low
R1S0662,SCH0245,P39064,DS-ISCX-VPN-2016,network,not_documented,,12,,yes,unknown,unknown,unknown,EVD2055,Class-to-condition mapping was not reported clearly enough to establish coverage.,low
R1S0663,SCH0245,P39064,DS-ISCX-VPN-2016,temporal,not_documented,,12,,yes,unknown,unknown,unknown,EVD2055,Class-to-condition mapping was not reported clearly enough to establish coverage.,low
R1S0664,SCH0246,P39064,DS-CSE-CIC-IDS-2018,client,not_documented,,8,,yes,unknown,unknown,unknown,EVD2052,Class-to-condition mapping was not reported clearly enough to establish coverage.,low
R1S0665,SCH0246,P39064,DS-CSE-CIC-IDS-2018,network,documented_no_support,,8,0,yes,unknown,unknown,unknown,EVD1155,Host and subnet multiplicity inside one testbed does not establish a cross-site/access/provider contrast.,high
R1S0666,SCH0246,P39064,DS-CSE-CIC-IDS-2018,temporal,not_documented,,8,,yes,unknown,unknown,unknown,EVD2052,Class-to-condition mapping was not reported clearly enough to establish coverage.,low
R1S0667,SCH0247,P39064,DS-CROSS-PLATFORM-2017,client,not_documented,,71,,yes,unknown,unknown,unknown,EVD0837,"Android/iOS diversity exists globally, but no common application-class mapping across the OS conditions is documented; the 31-app follow-up stack is also unreported.",high
R1S0668,SCH0247,P39064,DS-CROSS-PLATFORM-2017,network,not_documented,,71,,yes,unknown,unknown,unknown,EVD2057,Class-to-condition mapping was not reported clearly enough to establish coverage.,low
R1S0669,SCH0247,P39064,DS-CROSS-PLATFORM-2017,temporal,not_documented,,71,,yes,unknown,unknown,unknown,EVD2057,The original Cross-Platform corpus does not document a within-dataset class-overlapping temporal condition map; the later recapture is evaluated only as a cross-dataset protocol.,high
R1S0670,SCH0248,P39064,DS-ISCX-VPN-2016,client,not_documented,,17,,yes,unknown,unknown,unknown,EVD2054,Class-to-condition mapping was not reported clearly enough to establish coverage.,low
R1S0671,SCH0248,P39064,DS-ISCX-VPN-2016,network,not_documented,,17,,yes,unknown,unknown,unknown,EVD2054,Class-to-condition mapping was not reported clearly enough to establish coverage.,low
R1S0672,SCH0248,P39064,DS-ISCX-VPN-2016,temporal,not_documented,,17,,yes,unknown,unknown,unknown,EVD2054,Class-to-condition mapping was not reported clearly enough to establish coverage.,low
R1S0673,SCH0249,P39064,DS-ISCX-TOR-2016,client,not_documented,,16,,yes,unknown,unknown,unknown,EVD2056,Class-to-condition mapping was not reported clearly enough to establish coverage.,low
R1S0674,SCH0249,P39064,DS-ISCX-TOR-2016,network,documented_no_support,,16,,yes,unknown,unknown,unknown,EVD2056,"In this 16-label view, anonymity status is part of the target label rather than an orthogonal network condition.",high
R1S0675,SCH0249,P39064,DS-ISCX-TOR-2016,temporal,not_documented,,16,,yes,unknown,unknown,unknown,EVD2056,Class-to-condition mapping was not reported clearly enough to establish coverage.,low
R1S0676,SCH0250,P39403,DS-P39403-IXP-BLACKHOLE-2019-2021,client,not_documented,,2,,yes,unknown,unknown,unknown,EVD1825 | EVD1829 | EVD1826,The paper does not document a complete class-to-condition mapping for this dimension.,high
R1S0677,SCH0250,P39403,DS-P39403-IXP-BLACKHOLE-2019-2021,network,supported,two of the five IXPs,2,2,yes,yes,yes,yes,EVD1825 | EVD1826,"Every label in the complete scheme occurs under both documented values using fresh, condition-addressable parent traffic.",high
R1S0678,SCH0250,P39403,DS-P39403-IXP-BLACKHOLE-2019-2021,temporal,supported,two dated collection intervals,2,2,yes,yes,yes,yes,EVD1825 | EVD1826,"Every label in the complete scheme occurs under both documented values using fresh, condition-addressable parent traffic.",high
R1S0679,SCH0252,P39497,DS-AUCKLAND-VI-2001,client,not_documented,,5,,yes,unknown,unknown,unknown,EVD2066,Class-to-condition mapping was not reported clearly enough to establish coverage.,low
R1S0680,SCH0252,P39497,DS-AUCKLAND-VI-2001,network,not_documented,,5,,yes,unknown,unknown,unknown,EVD2066,Class-to-condition mapping was not reported clearly enough to establish coverage.,low
R1S0681,SCH0252,P39497,DS-AUCKLAND-VI-2001,temporal,not_documented,,5,,yes,unknown,unknown,unknown,EVD2066,Class-to-condition mapping was not reported clearly enough to establish coverage.,low
R1S0682,SCH0253,P39497,DS-P39497-GGFAST-TRACE-E,client,not_documented,,3,,yes,unknown,unknown,unknown,EVD1011,"Client hardware, OS, and software class mappings are not reported.",low
R1S0683,SCH0253,P39497,DS-P39497-GGFAST-TRACE-E,network,documented_no_support,,3,0,yes,unknown,unknown,unknown,EVD1011,Only one capture site/access-network setting is documented within this independently counted trace.,medium
R1S0684,SCH0253,P39497,DS-P39497-GGFAST-TRACE-E,temporal,documented_no_support,,3,0,yes,unknown,unknown,unknown,EVD1011,The trace is a single capture campaign and cannot provide a separated multi-campaign temporal contrast.,high
R1S0685,SCH0254,P39497,DS-P39497-GGFAST-TRACE-A,client,not_documented,,15,,yes,unknown,unknown,unknown,EVD1007,"Client hardware, OS, and software class mappings are not reported.",low
R1S0686,SCH0254,P39497,DS-P39497-GGFAST-TRACE-A,network,documented_no_support,,15,0,yes,unknown,unknown,unknown,EVD1007,Only one capture site/access-network setting is documented within this independently counted trace.,medium
R1S0687,SCH0254,P39497,DS-P39497-GGFAST-TRACE-A,temporal,documented_no_support,,15,0,yes,unknown,unknown,unknown,EVD1007,The trace is a single capture campaign and cannot provide a separated multi-campaign temporal contrast.,high
R1S0688,SCH0255,P39497,DS-P39497-GGFAST-TRACE-G,client,not_documented,,17,,yes,unknown,unknown,unknown,EVD1012,"Client hardware, OS, and software class mappings are not reported.",low
R1S0689,SCH0255,P39497,DS-P39497-GGFAST-TRACE-G,network,documented_no_support,,17,0,yes,unknown,unknown,unknown,EVD1012,The only fresh source is the single enterprise-edge capture; replay through SSH does not create another environmental level.,medium
R1S0690,SCH0255,P39497,DS-P39497-GGFAST-TRACE-G,temporal,documented_no_support,,17,0,yes,unknown,unknown,unknown,EVD1012,The trace is a single capture campaign and cannot provide a separated multi-campaign temporal contrast.,high
R1S0691,SCH0256,P39497,DS-P39497-GGFAST-TRACE-B,client,not_documented,,4,,yes,unknown,unknown,unknown,EVD1008,"Client hardware, OS, and software class mappings are not reported.",low
R1S0692,SCH0256,P39497,DS-P39497-GGFAST-TRACE-B,network,documented_no_support,,4,0,yes,unknown,unknown,unknown,EVD1008,Only one capture site/access-network setting is documented within this independently counted trace.,medium
R1S0693,SCH0256,P39497,DS-P39497-GGFAST-TRACE-B,temporal,documented_no_support,,4,0,yes,unknown,unknown,unknown,EVD1008,The trace is a single capture campaign and cannot provide a separated multi-campaign temporal contrast.,high
R1S0694,SCH0257,P39497,DS-P39497-GGFAST-TRACE-D,client,not_documented,,3,,yes,unknown,unknown,unknown,EVD1010,"Client hardware, OS, and software class mappings are not reported.",low
R1S0695,SCH0257,P39497,DS-P39497-GGFAST-TRACE-D,network,documented_no_support,,3,0,yes,unknown,unknown,unknown,EVD1010,Only one capture site/access-network setting is documented within this independently counted trace.,medium
R1S0696,SCH0257,P39497,DS-P39497-GGFAST-TRACE-D,temporal,not_documented,not established,3,,yes,unknown,unknown,unknown,EVD1010,The source establishes one 20-hour timestamped capture but does not map all three authentication labels to the same two periods. Missing class-by-period evidence is not affirmative non-support.,high
R1S0697,SCH0258,P39771,DS-ISCX-VPN-2016,client,not_documented,,7,,yes,unknown,unknown,unknown,EVD2075,Class-to-condition mapping was not reported clearly enough to establish coverage.,low
R1S0698,SCH0258,P39771,DS-ISCX-VPN-2016,network,documented_no_support,,7,0,yes,yes,yes,unknown,EVD0845,The documented contrast changes only a VPN overlay and does not establish two qualifying physical network values.,high
R1S0699,SCH0258,P39771,DS-ISCX-VPN-2016,temporal,not_documented,,7,,yes,unknown,unknown,unknown,EVD2075,Class-to-condition mapping was not reported clearly enough to establish coverage.,low
R1S0700,SCH0259,P39771,DS-CIC-IOT-2022,client,supported,"any two documented devices with Power, Idle, and Interact captures",3,3,yes,yes,yes,yes,EVD0891,"The three state labels are represented for each documented IoT device, so client variation exists within every state class; inference is limited to the documented lab devices.",high
R1S0701,SCH0259,P39771,DS-CIC-IOT-2022,network,not_documented,,3,,yes,unknown,unknown,unknown,EVD2074,Class-to-condition mapping was not reported clearly enough to establish coverage.,low
R1S0702,SCH0259,P39771,DS-CIC-IOT-2022,temporal,not_documented,,3,,yes,unknown,unknown,unknown,EVD2074,Class-to-condition mapping was not reported clearly enough to establish coverage.,low
R1S0703,SCH0260,P39771,DS-PEERRUSH,client,documented_no_support,,3,,yes,unknown,unknown,unknown,EVD1099,The three client applications define the target classes; orthogonal hardware/OS/version variation is not reported.,high
R1S0704,SCH0260,P39771,DS-PEERRUSH,network,not_documented,,3,,yes,unknown,unknown,unknown,EVD2073,"Capture site, access network, provider, and class-to-network mappings are not reported.",low
R1S0705,SCH0260,P39771,DS-PEERRUSH,temporal,not_documented,,3,,yes,unknown,unknown,unknown,EVD2073,Collection dates/campaigns and per-application temporal mapping are not reported in the audited sources.,low
R1S0706,SCH0261,P39804,DS-USTC-TFC-2016,client,not_documented,,20,,yes,unknown,unknown,unknown,EVD1129,"Client hardware, OS, application/malware versions, and within-class mappings are absent from the release manifest.",medium
R1S0707,SCH0261,P39804,DS-USTC-TFC-2016,network,not_documented,,20,,yes,unknown,unknown,unknown,EVD1129,"Capture provenance differs across parts of the corpus, but class-addressable site/access/provider conditions within every class are not documented.",medium
R1S0708,SCH0261,P39804,DS-USTC-TFC-2016,temporal,not_documented,,20,,yes,unknown,unknown,unknown,EVD1129,Class-named capture files lack a versioned timestamp/campaign manifest; file separation does not prove a single or multiple temporal condition within a class.,medium
R1S0709,SCH0262,P39804,DS-ISCX-VPN-2016,client,not_documented,,6,,yes,unknown,unknown,unknown,EVD2079,Class-to-condition mapping was not reported clearly enough to establish coverage.,low
R1S0710,SCH0262,P39804,DS-ISCX-VPN-2016,network,not_documented,regular versus VPN session,6,7,yes,unknown,unknown,unknown,EVD0845,"The service task is structurally partitionable by VPN overlay; the contrast does not establish different access networks, sites, or upstream providers.",high
R1S0711,SCH0262,P39804,DS-ISCX-VPN-2016,temporal,not_documented,,6,,yes,unknown,unknown,unknown,EVD2079,Class-to-condition mapping was not reported clearly enough to establish coverage.,low
R1S0712,SCH0263,P39804,DS-ISCX-VPN-2016,client,not_documented,,16,,yes,unknown,unknown,unknown,EVD2083 | EVD2085 | EVD1832,Class-to-condition mapping was not reported clearly enough to establish coverage.,low
R1S0713,SCH0263,P39804,DS-ISCX-VPN-2016,network,not_documented,regular versus VPN session,16,7,yes,unknown,unknown,unknown,EVD0845,"The service task is structurally partitionable by VPN overlay; the contrast does not establish different access networks, sites, or upstream providers.",high
R1S0714,SCH0263,P39804,DS-ISCX-VPN-2016,temporal,not_documented,,16,,yes,unknown,unknown,unknown,EVD2083 | EVD2085 | EVD1832,Class-to-condition mapping was not reported clearly enough to establish coverage.,low
R1S0715,SCH0264,P39804,DS-ISCX-VPN-2016,client,not_documented,,16,,yes,unknown,unknown,unknown,EVD2080 | EVD1832,Class-to-condition mapping was not reported clearly enough to establish coverage.,low
R1S0716,SCH0264,P39804,DS-ISCX-VPN-2016,network,not_documented,regular versus VPN session,16,7,yes,unknown,unknown,unknown,EVD0845,"The service task is structurally partitionable by VPN overlay; the contrast does not establish different access networks, sites, or upstream providers.",high
R1S0717,SCH0264,P39804,DS-ISCX-VPN-2016,temporal,not_documented,,16,,yes,unknown,unknown,unknown,EVD2080 | EVD1832,Class-to-condition mapping was not reported clearly enough to establish coverage.,low
R1S0718,SCH0265,P40493,DS-P40493-HP-OWF,client,not_documented,,101,,yes,unknown,unknown,unknown,EVD2089 | EVD2090,The four active behaviours define four output classes rather than providing orthogonal within-class client levels across the 101-output view. Coverage for other client-stack conditions is unreported.,low
R1S0719,SCH0265,P40493,DS-P40493-HP-OWF,network,documented_no_support,single university access network | no second qualifying network,101,,yes,unknown,unknown,unknown,EVD2089 | EVD2090,"The corpus uses one university access network. Active-client behavior changes the workload, not the physical access network.",high
R1S0720,SCH0265,P40493,DS-P40493-HP-OWF,temporal,not_documented,,101,,yes,unknown,unknown,unknown,EVD2089 | EVD2090,Collection dates for the active-client component are not reported; do not inherit the main corpus's February–April 2019 dates.,low
R1S0721,SCH0266,P40493,DS-P40493-HP-OWF,client,documented_no_support,,101,0,yes,unknown,unknown,unknown,EVD1015,Only one documented client stack is used for the main view.,high
R1S0722,SCH0266,P40493,DS-P40493-HP-OWF,network,documented_no_support,single university access network | no second qualifying network,101,,yes,unknown,unknown,unknown,EVD1016,The complete corpus was collected on one machine on one university network. Tor circuit variability does not create another network condition.,high
R1S0723,SCH0266,P40493,DS-P40493-HP-OWF,temporal,documented_no_support,,101,0,yes,unknown,unknown,unknown,EVD1014,The main view is one campaign with a maximum span below three months.,medium
R1S0724,SCH0267,P40493,DS-P40493-HP-OWF,client,documented_no_support,,101,0,yes,unknown,unknown,unknown,EVD1015,Only one documented client stack is used for the main view.,high
R1S0725,SCH0267,P40493,DS-P40493-HP-OWF,network,not_documented,,101,,yes,unknown,unknown,unknown,EVD1016,Tor path variability is not condition-addressable in the reported dataset.,medium
R1S0726,SCH0267,P40493,DS-P40493-HP-OWF,temporal,documented_no_support,,101,0,yes,unknown,unknown,unknown,EVD1014,The main view is one campaign with a maximum span below three months.,medium
R1S0727,SCH0268,P40572,DS-P40572-RADWARE-BOT-2018-2019,client,not_documented,,2,,yes,unknown,unknown,unknown,EVD1835 | EVD1833 | EVD1838,The paper does not document a complete class-to-condition mapping for this dimension.,high
R1S0728,SCH0268,P40572,DS-P40572-RADWARE-BOT-2018-2019,network,not_documented,,2,,yes,unknown,unknown,unknown,EVD1835,Remote online services and customer logs do not establish distinct client observation sites or access networks.,high
R1S0729,SCH0268,P40572,DS-P40572-RADWARE-BOT-2018-2019,temporal,supported,August 2018 versus January or September 2019,2,2,yes,yes,yes,yes,EVD1835 | EVD1838,"Every label in the complete scheme occurs under both documented values using fresh, condition-addressable parent traffic.",high
R1S0730,SCH0273,P41557,DS-DF-2017,client,documented_no_support,,95,0,yes,unknown,unknown,unknown,EVD0897,"The paper documents replicated machines, not distinct hardware/OS/browser configurations.",high
R1S0731,SCH0273,P41557,DS-DF-2017,network,documented_no_support,,95,0,yes,yes,yes,unknown,EVD1202,The documented contrast changes only Tor routes or circuits and does not establish two qualifying physical network values.,high
R1S0732,SCH0273,P41557,DS-DF-2017,temporal,supported,early versus late round-robin chunk,95,95,yes,yes,yes,yes,EVD1161,"All 95 sites have time-ordered capture chunks, but the collection lasted days and does not meet the three-month threshold.",high
R1S0733,SCH0274,P41557,DS-MEI-2023-SINGLE-TAB,client,not_documented,,265,,yes,unknown,unknown,unknown,EVD2093,The available sources do not document class-to-condition membership well enough to establish dataset-level feasibility.,low
R1S0734,SCH0274,P41557,DS-MEI-2023-SINGLE-TAB,network,not_documented,,265,,yes,unknown,unknown,unknown,EVD2093,The available sources do not document class-to-condition membership well enough to establish dataset-level feasibility.,low
R1S0735,SCH0274,P41557,DS-MEI-2023-SINGLE-TAB,temporal,not_documented,,265,,yes,unknown,unknown,unknown,EVD2093,The available sources do not document class-to-condition membership well enough to establish dataset-level feasibility.,low
R1S0736,SCH0275,P41557,DS-WANG-WF-2014,client,not_documented,,100,,yes,unknown,unknown,unknown,EVD1134,"Hardware, OS, Tor Browser/version, and class-to-client mappings are not documented in the release index.",low
R1S0737,SCH0275,P41557,DS-WANG-WF-2014,network,not_documented,,100,,yes,unknown,unknown,unknown,EVD1134,"Tor circuits may vary across traces, but circuit/path identities and a common class-addressable network contrast are not documented.",low
R1S0738,SCH0275,P41557,DS-WANG-WF-2014,temporal,not_documented,,100,,yes,unknown,unknown,unknown,EVD1134,The release lacks an auditable class-to-date/campaign manifest.,low
