rq2_design_decision_id,design_id,paper_id,scheme_ids,dimension,outcome,condition_pair,complete_scheme_verified,condition_grouping_before_sample_split,parent_captures_disjoint,condition_status,evidence_ids,decision_basis,confidence
R2D0905,DES0375,P35345,SCH0233,network,not_documented,,unknown,unknown,unknown,unknown_not_reported,EVD1358,"A complete holdout is not confirmed because grouping order, full-scheme coverage, or parent independence remains unresolved.",medium
R2D0906,DES0375,P35345,SCH0233,temporal,not_documented,,unknown,unknown,unknown,unknown_not_reported,EVD2032,"A complete holdout is not confirmed because grouping order, full-scheme coverage, or parent independence remains unresolved.",medium
R2D0907,DES0376,P35345,SCH0230,client,documented_no_holdout,,unknown,unknown,unknown,not_a_client_holdout,EVD0168,"The available evidence establishes a non-holdout design, pooling before the condition split, or shared parent traffic.",medium
R2D0908,DES0376,P35345,SCH0230,network,not_documented,,unknown,unknown,unknown,unknown_not_reported,EVD1359,"A complete holdout is not confirmed because grouping order, full-scheme coverage, or parent independence remains unresolved.",medium
R2D0909,DES0376,P35345,SCH0230,temporal,not_documented,,unknown,unknown,unknown,unknown_not_reported,EVD2033,"A complete holdout is not confirmed because grouping order, full-scheme coverage, or parent independence remains unresolved.",medium
R2D0910,DES0377,P35345,SCH0232,client,not_documented,,unknown,unknown,unknown,unknown_not_reported,EVD0169,"A complete holdout is not confirmed because grouping order, full-scheme coverage, or parent independence remains unresolved.",medium
R2D0911,DES0377,P35345,SCH0232,network,not_documented,,unknown,unknown,unknown,unknown_not_reported,EVD1360,"A complete holdout is not confirmed because grouping order, full-scheme coverage, or parent independence remains unresolved.",medium
R2D0912,DES0377,P35345,SCH0232,temporal,not_documented,,unknown,unknown,unknown,unknown_not_reported,EVD2034,"A complete holdout is not confirmed because grouping order, full-scheme coverage, or parent independence remains unresolved.",medium
R2D0913,DES0378,P35345,SCH0231,client,not_documented,,unknown,unknown,unknown,unknown_not_reported,EVD0170,"A complete holdout is not confirmed because grouping order, full-scheme coverage, or parent independence remains unresolved.",medium
R2D0914,DES0378,P35345,SCH0231,network,not_documented,,unknown,unknown,unknown,unknown_not_reported,EVD1361,"A complete holdout is not confirmed because grouping order, full-scheme coverage, or parent independence remains unresolved.",medium
R2D0915,DES0378,P35345,SCH0231,temporal,not_documented,,unknown,unknown,unknown,unknown_not_reported,EVD2035,"A complete holdout is not confirmed because grouping order, full-scheme coverage, or parent independence remains unresolved.",medium
R2D0916,DES0380,P38630,SCH0234,client,documented_no_holdout,,unknown,no,unknown,not_a_client_holdout,EVD0172,"The available evidence establishes a non-holdout design, pooling before the condition split, or shared parent traffic.",medium
R2D0917,DES0380,P38630,SCH0234,network,documented_no_holdout,,unknown,no,unknown,not_a_network_holdout,EVD1363,"The available evidence establishes a non-holdout design, pooling before the condition split, or shared parent traffic.",medium
R2D0918,DES0380,P38630,SCH0234,temporal,documented_no_holdout,,unknown,no,unknown,not_a_temporal_holdout,EVD2037 | EVD2038,"The available evidence establishes a non-holdout design, pooling before the condition split, or shared parent traffic.",medium
R2D0919,DES0381,P38761,SCH0236,client,not_documented,,unknown,unknown,unknown,unknown_not_reported,EVD0173,"A complete holdout is not confirmed because grouping order, full-scheme coverage, or parent independence remains unresolved.",medium
R2D0920,DES0381,P38761,SCH0236,network,not_documented,,unknown,unknown,unknown,unknown_not_reported,EVD1364,"A complete holdout is not confirmed because grouping order, full-scheme coverage, or parent independence remains unresolved.",medium
R2D0921,DES0381,P38761,SCH0236,temporal,not_documented,,unknown,no,unknown,unknown_not_reported,EVD2039,"A complete holdout is not confirmed because grouping order, full-scheme coverage, or parent independence remains unresolved.",medium
R2D0922,DES0382,P38761,SCH0235,client,not_documented,,unknown,unknown,unknown,unknown_not_reported,EVD0174,"A complete holdout is not confirmed because grouping order, full-scheme coverage, or parent independence remains unresolved.",medium
R2D0923,DES0382,P38761,SCH0235,network,not_documented,,unknown,unknown,unknown,unknown_not_reported,EVD1365,"A complete holdout is not confirmed because grouping order, full-scheme coverage, or parent independence remains unresolved.",medium
R2D0924,DES0382,P38761,SCH0235,temporal,not_documented,,unknown,no,unknown,unknown_not_reported,EVD2040,"A complete holdout is not confirmed because grouping order, full-scheme coverage, or parent independence remains unresolved.",medium
R2D0925,DES0383,P38761,SCH0237,client,not_documented,,unknown,unknown,unknown,unknown_not_reported,EVD0175,"A complete holdout is not confirmed because grouping order, full-scheme coverage, or parent independence remains unresolved.",medium
R2D0926,DES0383,P38761,SCH0237,network,documented_no_holdout,No qualifying network pair: flow records from each parent PCAP are split 80 percent versus 20 percent,unknown,no,unknown,nonqualifying_condition_contrast,EVD1366,"Parent PCAPs contribute to both partitions, and no network condition determines test membership.",high
R2D0927,DES0383,P38761,SCH0237,temporal,documented_no_holdout,No qualifying temporal pair: flow records from each parent PCAP are split 80 percent versus 20 percent,unknown,no,unknown,nonqualifying_condition_contrast,EVD2041,The same parent captures contribute to both partitions and no temporal condition determines membership.,high
R2D0928,DES0384,P38761,SCH0238,client,not_documented,,unknown,unknown,unknown,unknown_not_reported,EVD0176,"A complete holdout is not confirmed because grouping order, full-scheme coverage, or parent independence remains unresolved.",medium
R2D0929,DES0384,P38761,SCH0238,network,documented_no_holdout,No qualifying network pair: flow records from each parent PCAP are split 80 percent versus 20 percent,unknown,no,unknown,nonqualifying_condition_contrast,EVD1367,"The same parent PCAP contributes records to both partitions, so parent-capture independence fails and no network condition determines the split.",high
R2D0930,DES0384,P38761,SCH0238,temporal,not_documented,,unknown,no,unknown,unknown_not_reported,EVD2042,"A complete holdout is not confirmed because grouping order, full-scheme coverage, or parent independence remains unresolved.",medium
R2D0931,DES0385,P38798,SCH0240,client,not_documented,,unknown,unknown,unknown,unknown_not_reported,EVD0177,"A complete holdout is not confirmed because grouping order, full-scheme coverage, or parent independence remains unresolved.",medium
R2D0932,DES0385,P38798,SCH0240,network,not_documented,,unknown,unknown,unknown,unknown_not_reported,EVD1368,"A complete holdout is not confirmed because grouping order, full-scheme coverage, or parent independence remains unresolved.",medium
R2D0933,DES0385,P38798,SCH0240,temporal,not_documented,,unknown,unknown,unknown,unknown_not_reported,EVD2043,"A complete holdout is not confirmed because grouping order, full-scheme coverage, or parent independence remains unresolved.",medium
R2D0934,DES0386,P38798,SCH0239,client,not_documented,,unknown,unknown,unknown,unknown_not_reported,EVD0178,"A complete holdout is not confirmed because grouping order, full-scheme coverage, or parent independence remains unresolved.",medium
R2D0935,DES0386,P38798,SCH0239,network,not_documented,,unknown,unknown,unknown,unknown_not_reported,EVD1369,"A complete holdout is not confirmed because grouping order, full-scheme coverage, or parent independence remains unresolved.",medium
R2D0936,DES0386,P38798,SCH0239,temporal,not_documented,,unknown,unknown,unknown,unknown_not_reported,EVD2044,"A complete holdout is not confirmed because grouping order, full-scheme coverage, or parent independence remains unresolved.",medium
R2D0937,DES0388,P38868,SCH0241,client,documented_no_holdout,,unknown,no,unknown,not_a_client_holdout,EVD0180,"The available evidence establishes a non-holdout design, pooling before the condition split, or shared parent traffic.",medium
R2D0938,DES0388,P38868,SCH0241,network,documented_no_holdout,,unknown,no,unknown,not_a_network_holdout,EVD1371,"The available evidence establishes a non-holdout design, pooling before the condition split, or shared parent traffic.",medium
R2D0939,DES0388,P38868,SCH0241,temporal,documented_no_holdout,,unknown,no,unknown,not_a_temporal_holdout,EVD2046,"The available evidence establishes a non-holdout design, pooling before the condition split, or shared parent traffic.",medium
R2D0940,DES0389,P39009,SCH0242 | SCH0243,client,not_documented,,unknown,unknown,unknown,unknown_not_reported,EVD0181 | EVD0182,"A complete holdout is not confirmed because grouping order, full-scheme coverage, or parent independence remains unresolved.",medium
R2D0941,DES0389,P39009,SCH0242 | SCH0243,network,not_documented,,unknown,unknown,unknown,unknown_not_reported,EVD1372,"A complete holdout is not confirmed because grouping order, full-scheme coverage, or parent independence remains unresolved.",medium
R2D0942,DES0389,P39009,SCH0242 | SCH0243,temporal,not_documented,,unknown,unknown,unknown,unknown_not_reported,EVD2047 | EVD2048 | EVD2049,"A complete holdout is not confirmed because grouping order, full-scheme coverage, or parent independence remains unresolved.",medium
R2D0943,DES0392,P39064,SCH0246,client,documented_no_holdout,,unknown,no,unknown,not_a_client_holdout,EVD0185,"The available evidence establishes a non-holdout design, pooling before the condition split, or shared parent traffic.",medium
R2D0944,DES0392,P39064,SCH0246,network,documented_no_holdout,,unknown,no,unknown,not_a_network_holdout,EVD1375,"The available evidence establishes a non-holdout design, pooling before the condition split, or shared parent traffic.",medium
R2D0945,DES0392,P39064,SCH0246,temporal,documented_no_holdout,,unknown,no,unknown,not_a_temporal_holdout,EVD2052,"The available evidence establishes a non-holdout design, pooling before the condition split, or shared parent traffic.",medium
R2D0946,DES0393,P39064,SCH0244,client,documented_no_holdout,,unknown,no,unknown,not_a_client_holdout,EVD0186,"The available evidence establishes a non-holdout design, pooling before the condition split, or shared parent traffic.",medium
R2D0947,DES0393,P39064,SCH0244,network,documented_no_holdout,,unknown,no,unknown,not_a_network_holdout,EVD1376,"The available evidence establishes a non-holdout design, pooling before the condition split, or shared parent traffic.",medium
R2D0948,DES0393,P39064,SCH0244,temporal,documented_no_holdout,,unknown,no,unknown,not_a_temporal_holdout,EVD2053,"The available evidence establishes a non-holdout design, pooling before the condition split, or shared parent traffic.",medium
R2D0949,DES0394,P39064,SCH0248,client,documented_no_holdout,,unknown,no,unknown,not_a_client_holdout,EVD0187,"The available evidence establishes a non-holdout design, pooling before the condition split, or shared parent traffic.",medium
R2D0950,DES0394,P39064,SCH0248,network,documented_no_holdout,,unknown,no,unknown,not_a_network_holdout,EVD1377,"The available evidence establishes a non-holdout design, pooling before the condition split, or shared parent traffic.",medium
R2D0951,DES0394,P39064,SCH0248,temporal,documented_no_holdout,,unknown,no,unknown,not_a_temporal_holdout,EVD2054,"The available evidence establishes a non-holdout design, pooling before the condition split, or shared parent traffic.",medium
R2D0952,DES0395,P39064,SCH0245,client,documented_no_holdout,,unknown,no,unknown,not_a_client_holdout,EVD0188,"The available evidence establishes a non-holdout design, pooling before the condition split, or shared parent traffic.",medium
R2D0953,DES0395,P39064,SCH0245,network,documented_no_holdout,,unknown,no,unknown,not_a_network_holdout,EVD1378,"The available evidence establishes a non-holdout design, pooling before the condition split, or shared parent traffic.",medium
R2D0954,DES0395,P39064,SCH0245,temporal,documented_no_holdout,,unknown,no,unknown,not_a_temporal_holdout,EVD2055,"The available evidence establishes a non-holdout design, pooling before the condition split, or shared parent traffic.",medium
R2D0955,DES0396,P39064,SCH0249,client,documented_no_holdout,,unknown,no,unknown,not_a_client_holdout,EVD0189,"The available evidence establishes a non-holdout design, pooling before the condition split, or shared parent traffic.",medium
R2D0956,DES0396,P39064,SCH0249,network,documented_no_holdout,,unknown,no,unknown,not_a_network_holdout,EVD1379,"The available evidence establishes a non-holdout design, pooling before the condition split, or shared parent traffic.",medium
R2D0957,DES0396,P39064,SCH0249,temporal,documented_no_holdout,,unknown,no,unknown,not_a_temporal_holdout,EVD2056,"The available evidence establishes a non-holdout design, pooling before the condition split, or shared parent traffic.",medium
R2D0958,DES0397,P39064,SCH0247,client,documented_no_holdout,,unknown,no,unknown,not_a_client_holdout,EVD0190,"The available evidence establishes a non-holdout design, pooling before the condition split, or shared parent traffic.",medium
R2D0959,DES0397,P39064,SCH0247,network,documented_no_holdout,,unknown,no,unknown,not_a_network_holdout,EVD1380,"The available evidence establishes a non-holdout design, pooling before the condition split, or shared parent traffic.",medium
R2D0960,DES0397,P39064,SCH0247,temporal,documented_no_holdout,,unknown,no,unknown,not_a_temporal_holdout,EVD2057,"The available evidence establishes a non-holdout design, pooling before the condition split, or shared parent traffic.",medium
R2D0961,DES0406,P39497,SCH0252,client,documented_no_holdout,,unknown,no,unknown,not_a_client_holdout,EVD0201,"The available evidence establishes a non-holdout design, pooling before the condition split, or shared parent traffic.",medium
R2D0962,DES0406,P39497,SCH0252,network,documented_no_holdout,,unknown,no,unknown,not_a_network_holdout,EVD1389,"The available evidence establishes a non-holdout design, pooling before the condition split, or shared parent traffic.",medium
R2D0963,DES0406,P39497,SCH0252,temporal,documented_no_holdout,,unknown,no,unknown,not_a_temporal_holdout,EVD2066,"The available evidence establishes a non-holdout design, pooling before the condition split, or shared parent traffic.",medium
R2D0964,DES0407,P39497,SCH0254,client,documented_no_holdout,,unknown,no,unknown,not_a_client_holdout,EVD0202,"The available evidence establishes a non-holdout design, pooling before the condition split, or shared parent traffic.",medium
R2D0965,DES0407,P39497,SCH0254,network,documented_no_holdout,,unknown,no,unknown,not_a_network_holdout,EVD1390,"The available evidence establishes a non-holdout design, pooling before the condition split, or shared parent traffic.",medium
R2D0966,DES0407,P39497,SCH0254,temporal,documented_no_holdout,,unknown,no,unknown,not_a_temporal_holdout,EVD2067,"The available evidence establishes a non-holdout design, pooling before the condition split, or shared parent traffic.",medium
R2D0967,DES0408,P39497,SCH0256,client,documented_no_holdout,,unknown,no,unknown,not_a_client_holdout,EVD0203,"The available evidence establishes a non-holdout design, pooling before the condition split, or shared parent traffic.",medium
R2D0968,DES0408,P39497,SCH0256,network,documented_no_holdout,,unknown,no,unknown,not_a_network_holdout,EVD1391,"The available evidence establishes a non-holdout design, pooling before the condition split, or shared parent traffic.",medium
R2D0969,DES0408,P39497,SCH0256,temporal,documented_no_holdout,,unknown,no,unknown,not_a_temporal_holdout,EVD2068,"The available evidence establishes a non-holdout design, pooling before the condition split, or shared parent traffic.",medium
R2D0970,DES0409,P39497,SCH0257,client,documented_no_holdout,,unknown,no,unknown,not_a_client_holdout,EVD0204,"The available evidence establishes a non-holdout design, pooling before the condition split, or shared parent traffic.",medium
R2D0971,DES0409,P39497,SCH0257,network,documented_no_holdout,,unknown,no,unknown,not_a_network_holdout,EVD1392,"The available evidence establishes a non-holdout design, pooling before the condition split, or shared parent traffic.",medium
R2D0972,DES0409,P39497,SCH0257,temporal,documented_no_holdout,,unknown,no,unknown,not_a_temporal_holdout,EVD2069,"The available evidence establishes a non-holdout design, pooling before the condition split, or shared parent traffic.",medium
R2D0973,DES0410,P39497,SCH0253,client,documented_no_holdout,,unknown,no,unknown,not_a_client_holdout,EVD0205,"The available evidence establishes a non-holdout design, pooling before the condition split, or shared parent traffic.",medium
R2D0974,DES0410,P39497,SCH0253,network,documented_no_holdout,,unknown,no,unknown,not_a_network_holdout,EVD1393,"The available evidence establishes a non-holdout design, pooling before the condition split, or shared parent traffic.",medium
R2D0975,DES0410,P39497,SCH0253,temporal,documented_no_holdout,,unknown,no,unknown,not_a_temporal_holdout,EVD2070,"The available evidence establishes a non-holdout design, pooling before the condition split, or shared parent traffic.",medium
R2D0976,DES0411,P39497,SCH0255,client,documented_no_holdout,,unknown,no,unknown,not_a_client_holdout,EVD0206,"The available evidence establishes a non-holdout design, pooling before the condition split, or shared parent traffic.",medium
R2D0977,DES0411,P39497,SCH0255,network,documented_no_holdout,,unknown,no,unknown,not_a_network_holdout,EVD1394,"The available evidence establishes a non-holdout design, pooling before the condition split, or shared parent traffic.",medium
R2D0978,DES0411,P39497,SCH0255,temporal,documented_no_holdout,,unknown,no,unknown,not_a_temporal_holdout,EVD2071,"The available evidence establishes a non-holdout design, pooling before the condition split, or shared parent traffic.",medium
R2D0979,DES0412,P39497,SCH0255,client,documented_no_holdout,,unknown,unknown,unknown,not_a_client_holdout,EVD0207,"The available evidence establishes a non-holdout design, pooling before the condition split, or shared parent traffic.",medium
R2D0980,DES0412,P39497,SCH0255,network,documented_no_holdout,,unknown,no,no,not_a_network_holdout,EVD1395,"The available evidence establishes a non-holdout design, pooling before the condition split, or shared parent traffic.",medium
R2D0981,DES0412,P39497,SCH0255,temporal,documented_no_holdout,,unknown,unknown,no,not_a_temporal_holdout,EVD2072,"The available evidence establishes a non-holdout design, pooling before the condition split, or shared parent traffic.",medium
R2D0982,DES0413,P39771,SCH0260,client,documented_no_holdout,,unknown,no,unknown,not_a_client_holdout,EVD0208,"The available evidence establishes a non-holdout design, pooling before the condition split, or shared parent traffic.",medium
R2D0983,DES0413,P39771,SCH0260,network,documented_no_holdout,,unknown,no,unknown,not_a_network_holdout,EVD1396,"The available evidence establishes a non-holdout design, pooling before the condition split, or shared parent traffic.",medium
R2D0984,DES0413,P39771,SCH0260,temporal,documented_no_holdout,,unknown,no,unknown,not_a_temporal_holdout,EVD2073,"The available evidence establishes a non-holdout design, pooling before the condition split, or shared parent traffic.",medium
R2D0985,DES0414,P39771,SCH0259,client,documented_no_holdout,,unknown,no,unknown,not_a_client_holdout,EVD0209,"The available evidence establishes a non-holdout design, pooling before the condition split, or shared parent traffic.",medium
R2D0986,DES0414,P39771,SCH0259,network,documented_no_holdout,,unknown,no,unknown,not_a_network_holdout,EVD1397,"The available evidence establishes a non-holdout design, pooling before the condition split, or shared parent traffic.",medium
R2D0987,DES0414,P39771,SCH0259,temporal,documented_no_holdout,,unknown,no,unknown,not_a_temporal_holdout,EVD2074,"The available evidence establishes a non-holdout design, pooling before the condition split, or shared parent traffic.",medium
R2D0988,DES0415,P39771,SCH0258,client,documented_no_holdout,,unknown,no,unknown,not_a_client_holdout,EVD0210,"The available evidence establishes a non-holdout design, pooling before the condition split, or shared parent traffic.",medium
R2D0989,DES0415,P39771,SCH0258,network,documented_no_holdout,,unknown,no,unknown,not_a_network_holdout,EVD1398,"The available evidence establishes a non-holdout design, pooling before the condition split, or shared parent traffic.",medium
R2D0990,DES0415,P39771,SCH0258,temporal,documented_no_holdout,,unknown,no,unknown,not_a_temporal_holdout,EVD2075,"The available evidence establishes a non-holdout design, pooling before the condition split, or shared parent traffic.",medium
R2D0991,DES0419,P39804,SCH0262,client,documented_no_holdout,,unknown,no,unknown,not_a_client_holdout,EVD0214,"The available evidence establishes a non-holdout design, pooling before the condition split, or shared parent traffic.",medium
R2D0992,DES0419,P39804,SCH0262,network,documented_no_holdout,,unknown,no,unknown,not_a_network_holdout,EVD1402,"The available evidence establishes a non-holdout design, pooling before the condition split, or shared parent traffic.",medium
R2D0993,DES0419,P39804,SCH0262,temporal,documented_no_holdout,,unknown,no,unknown,not_a_temporal_holdout,EVD2079,"The available evidence establishes a non-holdout design, pooling before the condition split, or shared parent traffic.",medium
R2D0994,DES0420,P39804,SCH0264,client,documented_no_holdout,,unknown,no,unknown,not_a_client_holdout,EVD0215,"The available evidence establishes a non-holdout design, pooling before the condition split, or shared parent traffic.",medium
R2D0995,DES0420,P39804,SCH0264,network,documented_no_holdout,,unknown,no,unknown,not_a_network_holdout,EVD1403,"The available evidence establishes a non-holdout design, pooling before the condition split, or shared parent traffic.",medium
R2D0996,DES0420,P39804,SCH0264,temporal,documented_no_holdout,,unknown,no,unknown,not_a_temporal_holdout,EVD2080,"The available evidence establishes a non-holdout design, pooling before the condition split, or shared parent traffic.",medium
R2D0997,DES0421,P39804,SCH0261,client,documented_no_holdout,,unknown,no,unknown,not_a_client_holdout,EVD0216,"The available evidence establishes a non-holdout design, pooling before the condition split, or shared parent traffic.",medium
R2D0998,DES0421,P39804,SCH0261,network,documented_no_holdout,,unknown,no,unknown,not_a_network_holdout,EVD1404,"The available evidence establishes a non-holdout design, pooling before the condition split, or shared parent traffic.",medium
R2D0999,DES0421,P39804,SCH0261,temporal,documented_no_holdout,,unknown,no,unknown,not_a_temporal_holdout,EVD2081,"The available evidence establishes a non-holdout design, pooling before the condition split, or shared parent traffic.",medium
R2D1000,DES0423,P39804,SCH0263,client,documented_no_holdout,,unknown,no,unknown,not_a_client_holdout,EVD0218,"The available evidence establishes a non-holdout design, pooling before the condition split, or shared parent traffic.",medium
R2D1001,DES0423,P39804,SCH0263,network,documented_no_holdout,,unknown,no,unknown,not_a_network_holdout,EVD1406,"The available evidence establishes a non-holdout design, pooling before the condition split, or shared parent traffic.",medium
R2D1002,DES0423,P39804,SCH0263,temporal,documented_no_holdout,,unknown,no,no,not_a_temporal_holdout,EVD2083,"The available evidence establishes a non-holdout design, pooling before the condition split, or shared parent traffic.",medium
R2D1003,DES0425,P39804,SCH0263,client,documented_no_holdout,,unknown,no,unknown,not_a_client_holdout,EVD0220,"The available evidence establishes a non-holdout design, pooling before the condition split, or shared parent traffic.",medium
R2D1004,DES0425,P39804,SCH0263,network,documented_no_holdout,,unknown,no,unknown,not_a_network_holdout,EVD1408,"The available evidence establishes a non-holdout design, pooling before the condition split, or shared parent traffic.",medium
R2D1005,DES0425,P39804,SCH0263,temporal,documented_no_holdout,,unknown,no,unknown,not_a_temporal_holdout,EVD2085,"The available evidence establishes a non-holdout design, pooling before the condition split, or shared parent traffic.",medium
R2D1006,DES0427,P40493,SCH0266,client,documented_no_holdout,,unknown,no,unknown,not_a_client_holdout,EVD0222,"The available evidence establishes a non-holdout design, pooling before the condition split, or shared parent traffic.",medium
R2D1007,DES0427,P40493,SCH0266,network,documented_no_holdout,,unknown,no,unknown,not_a_network_holdout,EVD1410,"The available evidence establishes a non-holdout design, pooling before the condition split, or shared parent traffic.",medium
R2D1008,DES0427,P40493,SCH0266,temporal,documented_no_holdout,,unknown,no,unknown,not_a_temporal_holdout,EVD2087,"The available evidence establishes a non-holdout design, pooling before the condition split, or shared parent traffic.",medium
R2D1009,DES0428,P40493,SCH0267,client,documented_no_holdout,,unknown,no,unknown,not_a_client_holdout,EVD0223,"The available evidence establishes a non-holdout design, pooling before the condition split, or shared parent traffic.",medium
R2D1010,DES0428,P40493,SCH0267,network,documented_no_holdout,,unknown,no,unknown,not_a_network_holdout,EVD1411,"The available evidence establishes a non-holdout design, pooling before the condition split, or shared parent traffic.",medium
R2D1011,DES0428,P40493,SCH0267,temporal,documented_no_holdout,,unknown,no,unknown,not_a_temporal_holdout,EVD2088,"The available evidence establishes a non-holdout design, pooling before the condition split, or shared parent traffic.",medium
R2D1012,DES0429,P40493,SCH0265,client,documented_no_holdout,,unknown,no,unknown,not_a_client_holdout,EVD0224,"The available evidence establishes a non-holdout design, pooling before the condition split, or shared parent traffic.",medium
R2D1013,DES0429,P40493,SCH0265,network,documented_no_holdout,,unknown,no,unknown,not_a_network_holdout,EVD1412,"The available evidence establishes a non-holdout design, pooling before the condition split, or shared parent traffic.",medium
R2D1014,DES0429,P40493,SCH0265,temporal,documented_no_holdout,,unknown,no,unknown,not_a_temporal_holdout,EVD2089 | EVD2090,"The available evidence establishes a non-holdout design, pooling before the condition split, or shared parent traffic.",medium
R2D1015,DES0430,P41557,SCH0273,client,not_documented,,unknown,unknown,unknown,unknown_not_reported,EVD0225,"A complete holdout is not confirmed because grouping order, full-scheme coverage, or parent independence remains unresolved.",medium
R2D1016,DES0430,P41557,SCH0273,network,not_documented,,unknown,unknown,unknown,unknown_not_reported,EVD1413,"A complete holdout is not confirmed because grouping order, full-scheme coverage, or parent independence remains unresolved.",medium
R2D1017,DES0430,P41557,SCH0273,temporal,not_documented,,unknown,unknown,unknown,unknown_not_reported,EVD2091,"A complete holdout is not confirmed because grouping order, full-scheme coverage, or parent independence remains unresolved.",medium
R2D1018,DES0431,P41557,SCH0275,client,not_documented,,unknown,unknown,unknown,unknown_not_reported,EVD0226,"A complete holdout is not confirmed because grouping order, full-scheme coverage, or parent independence remains unresolved.",medium
R2D1019,DES0431,P41557,SCH0275,network,not_documented,,unknown,unknown,unknown,unknown_not_reported,EVD1414,"A complete holdout is not confirmed because grouping order, full-scheme coverage, or parent independence remains unresolved.",medium
R2D1020,DES0431,P41557,SCH0275,temporal,not_documented,,unknown,unknown,unknown,unknown_not_reported,EVD2092,"A complete holdout is not confirmed because grouping order, full-scheme coverage, or parent independence remains unresolved.",medium
R2D1021,DES0432,P41557,SCH0274,client,not_documented,,unknown,unknown,unknown,unknown_not_reported,EVD0227,"A complete holdout is not confirmed because grouping order, full-scheme coverage, or parent independence remains unresolved.",medium
R2D1022,DES0432,P41557,SCH0274,network,not_documented,,unknown,unknown,unknown,unknown_not_reported,EVD1415,"A complete holdout is not confirmed because grouping order, full-scheme coverage, or parent independence remains unresolved.",medium
R2D1023,DES0432,P41557,SCH0274,temporal,not_documented,,unknown,unknown,unknown,unknown_not_reported,EVD2093,"A complete holdout is not confirmed because grouping order, full-scheme coverage, or parent independence remains unresolved.",medium
R2D1024,DES0435,P41766,SCH0279,client,documented_no_holdout,,unknown,unknown,unknown,not_a_client_holdout,EVD0230,"The available evidence establishes a non-holdout design, pooling before the condition split, or shared parent traffic.",medium
R2D1025,DES0435,P41766,SCH0279,network,documented_no_holdout,No qualifying network pair: per-class flow split,unknown,no,unknown,nonqualifying_condition_contrast,EVD1418,Network membership does not determine the partition and parent source traffic is divided across portions.,high
R2D1026,DES0435,P41766,SCH0279,temporal,not_documented,,unknown,unknown,unknown,unknown_not_reported,EVD2096,"A complete holdout is not confirmed because grouping order, full-scheme coverage, or parent independence remains unresolved.",medium
R2D1027,DES0436,P41766,SCH0281,client,documented_no_holdout,,unknown,unknown,unknown,not_a_client_holdout,EVD0231,"The available evidence establishes a non-holdout design, pooling before the condition split, or shared parent traffic.",medium
R2D1028,DES0436,P41766,SCH0281,network,not_documented,,unknown,unknown,unknown,unknown_not_reported,EVD1419,"A complete holdout is not confirmed because grouping order, full-scheme coverage, or parent independence remains unresolved.",medium
R2D1029,DES0436,P41766,SCH0281,temporal,not_documented,,unknown,unknown,unknown,unknown_not_reported,EVD2097,"A complete holdout is not confirmed because grouping order, full-scheme coverage, or parent independence remains unresolved.",medium
R2D1030,DES0438,P41766,SCH0280,client,not_documented,,unknown,unknown,unknown,unknown_not_reported,EVD0233,"A complete holdout is not confirmed because grouping order, full-scheme coverage, or parent independence remains unresolved.",medium
R2D1031,DES0438,P41766,SCH0280,network,documented_no_holdout,No qualifying network pair: per-class flow split,unknown,no,unknown,nonqualifying_condition_contrast,EVD1421,"The partition is sample-level within classes, not condition-first by network, and parent traffic contributes across portions.",high
R2D1032,DES0438,P41766,SCH0280,temporal,not_documented,,unknown,unknown,unknown,unknown_not_reported,EVD2099,"A complete holdout is not confirmed because grouping order, full-scheme coverage, or parent independence remains unresolved.",medium
R2D1033,DES0439,P41766,SCH0278,client,documented_no_holdout,No qualifying client pair: per-class flow split,unknown,no,unknown,nonqualifying_condition_contrast,EVD0234,"Flows within every class are partitioned directly, so client condition does not determine the split and parent traffic is reused across portions.",high
R2D1034,DES0439,P41766,SCH0278,network,not_documented,,unknown,unknown,unknown,unknown_not_reported,EVD1422,"A complete holdout is not confirmed because grouping order, full-scheme coverage, or parent independence remains unresolved.",medium
R2D1035,DES0439,P41766,SCH0278,temporal,not_documented,,unknown,unknown,unknown,unknown_not_reported,EVD2100,"A complete holdout is not confirmed because grouping order, full-scheme coverage, or parent independence remains unresolved.",medium
R2D1036,DES0440,P41766,SCH0277,client,not_documented,,unknown,unknown,unknown,unknown_not_reported,EVD0235,"A complete holdout is not confirmed because grouping order, full-scheme coverage, or parent independence remains unresolved.",medium
R2D1037,DES0440,P41766,SCH0277,network,not_documented,,unknown,unknown,unknown,unknown_not_reported,EVD1423,"A complete holdout is not confirmed because grouping order, full-scheme coverage, or parent independence remains unresolved.",medium
R2D1038,DES0440,P41766,SCH0277,temporal,not_documented,,unknown,unknown,unknown,unknown_not_reported,EVD2101,"A complete holdout is not confirmed because grouping order, full-scheme coverage, or parent independence remains unresolved.",medium
R2D1039,DES0441,P42020,SCH0283,client,not_documented,,unknown,unknown,unknown,possible_heldout_client,EVD0236 | EVD0237 | EVD0238,"A complete holdout is not confirmed because grouping order, full-scheme coverage, or parent independence remains unresolved.",medium
R2D1040,DES0441,P42020,SCH0283,network,documented_no_holdout,,unknown,no,unknown,not_a_network_holdout,EVD1424,"The available evidence establishes a non-holdout design, pooling before the condition split, or shared parent traffic.",medium
R2D1041,DES0441,P42020,SCH0283,temporal,documented_no_holdout,,unknown,no,unknown,not_a_temporal_holdout,EVD2102,"The available evidence establishes a non-holdout design, pooling before the condition split, or shared parent traffic.",medium
